   ------------------------------------------------------------------
  | Welcome to ROOT 6.20/06                        https://root.cern |
  | (c) 1995-2020, The ROOT Team; conception: R. Brun, F. Rademakers |
  | Built for linuxx8664gcc on Jun 10 2020, 06:10:57                 |
  | From tags/v6-20-06@v6-20-06                                      |
  | Try '.help', '.demo', '.license', '.credits', '.quit'/'.q'       |
   ------------------------------------------------------------------


Processing unifiedPlots.cc...
Which data do you want to analyze? (P17B/P19A/P20A/P21A) 
>> Is the data subtracted by accidental? (y/n)
>> Do you want to save plots? (y/n)
>> Processing P17B presub data ...
Found root file!
Initializing ...
Run = 23118 , AD = 1 , Events = 911
Run = 23118 , AD = 2 , Events = 875
Run = 23121 , AD = 1 , Events = 1799
Run = 23121 , AD = 2 , Events = 1856
Run = 23130 , AD = 1 , Events = 848
Run = 23130 , AD = 2 , Events = 826
Run = 23239 , AD = 1 , Events = 1446
Run = 23239 , AD = 2 , Events = 1444
Run = 23244 , AD = 1 , Events = 1734
Run = 23244 , AD = 2 , Events = 1760
Run = 23256 , AD = 1 , Events = 1776
Run = 23256 , AD = 2 , Events = 1804
Run = 23261 , AD = 1 , Events = 888
Run = 23261 , AD = 2 , Events = 958
Run = 23368 , AD = 1 , Events = 536
Run = 23368 , AD = 2 , Events = 581
Run = 23485 , AD = 1 , Events = 322
Run = 23485 , AD = 2 , Events = 348
Run = 23503 , AD = 1 , Events = 556
Run = 23503 , AD = 2 , Events = 512
Run = 23508 , AD = 1 , Events = 1121
Run = 23508 , AD = 2 , Events = 1070
Run = 23517 , AD = 1 , Events = 568
Run = 23517 , AD = 2 , Events = 584
Run = 23620 , AD = 1 , Events = 913
Run = 23620 , AD = 2 , Events = 940
Run = 23632 , AD = 1 , Events = 1147
Run = 23632 , AD = 2 , Events = 1163
Run = 23641 , AD = 1 , Events = 1150
Run = 23641 , AD = 2 , Events = 1171
Run = 23651 , AD = 1 , Events = 519
Run = 23651 , AD = 2 , Events = 619
Run = 23905 , AD = 1 , Events = 1007
Run = 23905 , AD = 2 , Events = 1011
Run = 24000 , AD = 1 , Events = 1133
Run = 24000 , AD = 2 , Events = 1152
Run = 24130 , AD = 1 , Events = 1672
Run = 24130 , AD = 2 , Events = 1735
Run = 24447 , AD = 1 , Events = 985
Run = 24447 , AD = 2 , Events = 992
Run = 24460 , AD = 1 , Events = 528
Run = 24460 , AD = 2 , Events = 503
Run = 24463 , AD = 1 , Events = 536
Run = 24463 , AD = 2 , Events = 584
Run = 24466 , AD = 1 , Events = 443
Run = 24466 , AD = 2 , Events = 455
Run = 24479 , AD = 1 , Events = 661
Run = 24479 , AD = 2 , Events = 676
Run = 24494 , AD = 1 , Events = 526
Run = 24494 , AD = 2 , Events = 514
Run = 24580 , AD = 1 , Events = 962
Run = 24580 , AD = 2 , Events = 992
Run = 24603 , AD = 1 , Events = 352
Run = 24603 , AD = 2 , Events = 377
Run = 24614 , AD = 1 , Events = 2304
Run = 24614 , AD = 2 , Events = 2320
Run = 24712 , AD = 1 , Events = 15
Run = 24712 , AD = 2 , Events = 15
Run = 24716 , AD = 1 , Events = 912
Run = 24716 , AD = 2 , Events = 869
Run = 24726 , AD = 1 , Events = 1112
Run = 24726 , AD = 2 , Events = 1102
Run = 24735 , AD = 1 , Events = 1042
Run = 24735 , AD = 2 , Events = 1091
Run = 24746 , AD = 1 , Events = 518
Run = 24746 , AD = 2 , Events = 512
Run = 24844 , AD = 1 , Events = 963
Run = 24844 , AD = 2 , Events = 979
Run = 24856 , AD = 1 , Events = 548
Run = 24856 , AD = 2 , Events = 551
Run = 24861 , AD = 1 , Events = 770
Run = 24861 , AD = 2 , Events = 780
Run = 24875 , AD = 1 , Events = 956
Run = 24875 , AD = 2 , Events = 1000
Run = 24983 , AD = 1 , Events = 1161
Run = 24983 , AD = 2 , Events = 1184
Run = 25000 , AD = 1 , Events = 435
Run = 25000 , AD = 2 , Events = 429
Run = 25104 , AD = 1 , Events = 925
Run = 25104 , AD = 2 , Events = 934
Run = 25127 , AD = 1 , Events = 1856
Run = 25127 , AD = 2 , Events = 1842
Run = 25136 , AD = 1 , Events = 1489
Run = 25136 , AD = 2 , Events = 1478
Run = 25211 , AD = 1 , Events = 1806
Run = 25211 , AD = 2 , Events = 1722
Run = 25808 , AD = 1 , Events = 2271
Run = 25808 , AD = 2 , Events = 2319
Run = 25820 , AD = 1 , Events = 1481
Run = 25820 , AD = 2 , Events = 1613
Run = 25833 , AD = 1 , Events = 1759
Run = 25833 , AD = 2 , Events = 1721
Run = 25928 , AD = 1 , Events = 126
Run = 25928 , AD = 2 , Events = 142
Run = 25941 , AD = 1 , Events = 2079
Run = 25941 , AD = 2 , Events = 2135
Run = 25948 , AD = 1 , Events = 480
Run = 25948 , AD = 2 , Events = 534
Run = 25963 , AD = 1 , Events = 2098
Run = 25963 , AD = 2 , Events = 2124
Run = 25971 , AD = 1 , Events = 316
Run = 25971 , AD = 2 , Events = 283
Run = 26071 , AD = 1 , Events = 2027
Run = 26071 , AD = 2 , Events = 2073
Run = 26088 , AD = 1 , Events = 2111
