[RunNo]	[DetNo]	[Date]	[Full Time]	[Live Time]	[VetoEff]	[AdMu]	[ShMu]	[WpMu]	[NetMu]	[muRate]
22243	2	1328893468	57183.3	46524.4	0.8136	1215372	9257	9696475	9609899	206.556
22261	1	1329008208	171587	140000	0.815915	3674028	26472	29097148	28963161	206.879
22261	2	1329008208	171587	139635	0.813787	3654201	27653	29097148	28869132	206.747
22266	1	1329180357	166311	135603	0.815357	3569824	25905	28194510	28071575	207.014
22266	2	1329180357	166311	135253	0.813255	3540339	27075	28194510	27974330	206.83
22278	1	1329352745	170517	139095	0.815722	3647275	26378	28983810	28794203	207.011
22278	2	1329352745	170517	138669	0.813224	3628534	27774	28983810	28696116	206.94
22384	1	1329581863	217188	177265	0.816185	4650395	33219	36905613	36717793	207.135
22384	2	1329581863	217188	176640	0.813308	4624394	35235	36905613	36565556	207.006
22396	1	1329784164	170428	139018	0.815696	3684678	26138	29020023	28874215	207.702
22396	2	1329784164	170428	138527	0.812814	3630480	27794	29020023	28730857	207.403
22405	1	1329957583	173213	141226	0.815332	3745363	26655	29516441	29365647	207.934
22405	2	1329957583	173213	140765	0.812671	3690570	28301	29516441	29223489	207.605
22508	1	1330101567	57725.8	47043.7	0.814951	1245256	9006	9821779	9774032	207.765
22508	2	1330101567	57725.8	46889	0.812271	1227772	9514	9821779	9729051	207.491
22516	1	1330219354	176827	144302	0.81606	3828948	26960	30054759	29966921	207.669
22516	2	1330219354	176827	143845	0.813478	3763238	28596	30054759	29821121	207.314
22529	1	1330393186	166874	136056	0.815321	3625087	25805	28311948	28251283	207.644
22529	2	1330393186	166874	135688	0.813113	3560743	27117	28311948	28127473	207.296
22538	1	1330563686	170386	139015	0.815878	3699539	26084	28893360	28845454	207.5
22538	2	1330563686	170386	138516	0.812953	3632457	27828	28893360	28690400	207.127
22638	1	1330705091	63098.4	51436.6	0.815181	1369114	9790	10687274	10662080	207.286
22638	2	1330705091	63098.4	51284.1	0.812765	1344799	10358	10687274	10612953	206.944
22647	1	1330823261	171587	139931	0.815511	3720092	26472	29110804	29035639	207.499
22647	2	1330823261	171587	139523	0.813129	3658929	27926	29110804	28901825	207.148
22652	1	1330995969	170992	139394	0.81521	3703682	26564	29017096	28906903	207.375
22652	2	1330995969	170992	139061	0.813263	3644296	27776	29017096	28796860	207.08
22661	1	1331164062	162434	132397	0.815087	3517692	25235	27624879	27465938	207.451
22661	2	1331164062	162434	131988	0.812563	3459775	26681	27624879	27335301	207.105
22762	1	1331310134	55805.2	45522	0.815732	1206550	8615	9463593	9424706	207.036
22762	2	1331310134	55805.2	45404.9	0.813633	1186240	9037	9463593	9384532	206.685
22768	1	1331443248	202139	164967	0.816107	4377943	30982	42485761	34123743	206.852
22768	2	1331443248	202139	164519	0.813891	4294187	32666	42485761	33975067	206.512
22781	1	1331616224	138204	112812	0.816271	2993348	21219	23244793	23296340	206.507
22781	2	1331616224	138204	112550	0.81438	2935390	22235	23244793	23201929	206.147
22790	1	1331773468	168126	137196	0.816028	3640948	25797	28360698	28404638	207.038
22790	2	1331773468	168126	136776	0.813534	3578502	27306	28360698	28268710	206.679
22921	1	1332000995	235467	191974	0.815289	5100951	36381	40062418	39868888	207.679
22921	2	1332000995	235467	191382	0.812775	5015247	38447	40062418	39682269	207.346
22932	1	1332206984	165362	134774	0.815023	3591827	25479	28241433	28067032	208.253
22932	2	1332206984	165362	134435	0.812972	3524717	26801	28241433	27947790	207.891
22949	1	1332302743	18740.8	15255.1	0.814002	408124	2936	3971177	3176722	208.24
22949	2	1332302743	18740.8	15244.4	0.813435	399319	3016	3971177	3168647	207.856
22953	1	1332345002	61779	50375.3	0.815411	1337937	9514	13063633	10467071	207.782
22953	2	1332345002	61779	50215.4	0.812824	1315326	10080	13063633	10417236	207.451
22954	1	1332378386	3589.61	2925.85	0.815088	77562	548	759003	607926	207.778
22954	2	1332378386	3589.61	2915.27	0.81214	76612	591	759003	604878	207.486
22957	1	1332382038	3419.12	2789.06	0.815724	74358	522	721806	579906	207.922
22957	2	1332382038	3419.12	2794.88	0.817427	72290	518	721806	579604	207.381
22962	1	1332386376	3419.61	2799.42	0.818638	73838	499	719405	579857	207.135
22962	2	1332386376	3419.61	2780.69	0.81316	72264	563	719405	574747	206.692
22963	1	1332391106	3595.58	2944.24	0.81885	77847	517	758135	611133	207.569
22963	2	1332391106	3595.58	2916.75	0.811205	76735	603	758135	604706	207.322
22968	1	1332396764	7371.13	6008.24	0.815105	159962	1144	1554915	1246885	207.529
22968	2	1332396764	7371.13	6017.64	0.81638	156987	1125	1554915	1246812	207.193
22970	1	1332404612	6197.31	5043.71	0.813855	135298	975	1308551	1048474	207.878
22970	2	1332404612	6197.31	5036.8	0.81274	132257	1012	1308551	1045193	207.511
22973	1	1332436753	52464.2	42783.7	0.815483	1137899	8094	11099039	8885186	207.677
22973	2	1332436753	52464.2	42720.3	0.814275	1119250	8329	11099039	8858720	207.366
23092	1	1332523155	55227.3	45014.5	0.815076	1199747	8606	9372219	9332697	207.327
23092	2	1332523155	55227.3	44831.6	0.811766	1174405	9234	9372219	9275009	206.885
23105	1	1332562976	20153	16424.3	0.814981	438454	3140	3414308	3404241	207.269
23105	2	1332562976	20153	16395.1	0.813532	430178	3256	3414308	3391425	206.856
23108	1	1332649094	149211	121765	0.816057	3238618	22800	25252226	25231937	207.218
23108	2	1332649094	149211	121385	0.81351	3180876	24224	25252226	25105269	206.823
23118	1	1332766642	83792.8	68348.2	0.815682	1820856	12931	14139741	14147619	206.993
23118	2	1332766642	83792.8	68186.1	0.813747	1786443	13548	14139741	14089318	206.63
23121	1	1332896763	172208	140593	0.816414	3749199	26163	29025421	29126276	207.167
23121	2	1332896763	172208	140103	0.813566	3671653	27984	29025421	28959675	206.703
23130	1	1333025870	80279.2	65437.5	0.815123	1749851	12451	15218264	13578348	207.501
23130	2	1333025870	80279.2	65236.6	0.812621	1710875	13221	15218264	13506901	207.045
23239	1	1333169937	139508	113823	0.81589	3032801	21365	23601576	23586535	207.221
23239	2	1333169937	139508	113406	0.812899	2969691	22895	23601576	23453782	206.813
23244	1	1333328908	164891	134488	0.81562	3574763	25401	27905369	27867185	207.209
23244	2	1333328908	164891	134087	0.813184	3518227	26869	27905369	27737682	206.864
23256	1	1333501869	170818	139336	0.8157	3688894	26379	28920628	28858378	207.113
23256	2	1333501869	170818	138895	0.813118	3639991	27932	28920628	28729073	206.84
23261	1	1333630903	83214.1	67837.9	0.815222	1801426	12935	17548140	14064427	207.324
23261	2	1333630903	83214.1	67615.5	0.812548	1774314	13690	17548140	13996991	207.009
23368	1	1333729975	52474.8	42812.6	0.81587	1134113	8073	8882862	8872592	207.243
23368	2	1333729975	52474.8	42635	0.812485	1119346	8633	8882862	8825023	206.99
23485	1	1333906430	50736.4	41438.3	0.816736	1101538	7657	8578980	8587618	207.239
23485	2	1333906430	50736.4	41294.4	0.813899	1083791	8140	8578980	8544091	206.907
23503	1	1333978874	80277.2	65402.6	0.81471	1747870	12603	13554177	13558302	207.305
23503	2	1333978874	80277.2	65232.9	0.812597	1715761	13238	13554177	13494263	206.863
23508	1	1334106232	167474	136552	0.815364	3660843	25808	28307774	28327828	207.451
23508	2	1334106232	167474	136126	0.812822	3573754	27489	28307774	28172105	206.956
23517	1	1334235674	86032.7	70111.4	0.814938	1872522	13318	14634534	14600034	208.241
23517	2	1334235674	86032.7	69906	0.812551	1836313	14084	14634534	14528210	207.825
23620	1	1334377562	140067	114196	0.815293	3044683	21605	23781841	23746361	207.945
23620	2	1334377562	140067	113859	0.812893	2990690	22825	23781841	23631524	207.55
23632	1	1334538042	172322	140474	0.815187	3736920	26764	29189327	29152378	207.528
23632	2	1334538042	172322	140136	0.813225	3681293	27991	29189327	29038093	207.213
23641	1	1334710924	171850	140008	0.814713	3695700	26811	29328813	29112766	207.936
23641	2	1334710924	171850	139627	0.812498	3669765	28123	29328813	29021118	207.847
23651	1	1334840342	85300.2	69534.4	0.815172	1832960	13161	14566424	14478316	208.218
23651	2	1334840342	85300.2	69311.9	0.812564	1821492	13894	14566424	14425596	208.126
23905	1	1334981407	147915	120461	0.814396	3187693	23142	25282502	25098678	208.355
23905	2	1334981407	147915	120195	0.812596	3163598	24033	25282502	25031559	208.258
24000	1	1335143930	173191	141190	0.815228	3740068	26686	29523581	29379140	208.082
24000	2	1335143930	173191	140785	0.81289	3701165	28096	29523581	29267162	207.885
24130	1	1335359635	252591	206087	0.815893	5429258	38867	42721059	42719098	207.287
24130	2	1335359635	252591	205502	0.813577	5393707	40810	42721059	42568645	207.145
24447	1	1335593148	149082	121882	0.817548	3198743	22660	24879391	25032161	205.381
24447	2	1335593148	149082	121586	0.815562	3180559	23613	24879391	24963212	205.314
24460	1	1335711439	78060.4	63834.3	0.817755	1671172	11838	12989376	13097270	205.176
24460	2	1335711439	78060.4	63678.5	0.815759	1665400	12341	12989376	13060526	205.101
24463	1	1335793723	83721	68458.2	0.817694	1795852	12693	13929732	14053879	205.291
24463	2	1335793723	83721	68163.5	0.814174	1786898	13614	13929732	13990819	205.254
24466	1	1335870024	66246	54125.7	0.817041	1419780	10159	11042732	11113097	205.32
24466	2	1335870024	66246	54038.8	0.81573	1413751	10464	11042732	11090093	205.225
24479	1	1335963573	103238	84376.9	0.817307	2215239	15641	21654583	17369904	205.861
24479	2	1335963573	103238	84190.7	0.815503	2205275	16245	21654583	17325577	205.79
24494	1	1336054023	76513.8	62445.7	0.816136	1638542	11773	12948312	12904278	206.648
24494	2	1336054023	76513.8	62350.3	0.814889	1635513	12108	12948312	12882647	206.617
24580	1	1336200120	150791	123127	0.81654	3227315	22790	31967448	25557787	207.572
24580	2	1336200120	150791	122823	0.814525	3219527	23760	31967448	25487732	207.515
24603	1	1336306782	57102.5	46665.1	0.817216	1220323	8476	12114107	9702262	207.913
24603	2	1336306782	57102.5	46492.5	0.814194	1217062	9048	12114107	9662129	207.821
24614	1	1336523379	345856	282439	0.816638	7400161	52269	58805503	58614040	207.528
24614	2	1336523379	345856	281854	0.814945	7385502	54132	58805503	58486640	207.507
24712	1	1336726310	2265.02	1854.98	0.818968	48556	325	384732	384716	207.396
24712	2	1336726310	2265.02	1850.77	0.817109	48527	337	384732	383714	207.326
24716	1	1336799597	133832	109344	0.817024	2860962	20056	22702926	22728000	207.858
24716	2	1336799597	133832	109129	0.815415	2858651	20723	22702926	22678216	207.812
24726	1	1336954569	171808	140294	0.816573	3679803	26163	28986873	29067247	207.188
24726	2	1336954569	171808	139867	0.814086	3669327	27477	28986873	28977037	207.176
24735	1	1337127168	165697	135318	0.816662	3547503	25227	27934878	28023607	207.094
24735	2	1337127168	165697	135097	0.81533	3540711	25919	27934878	27976011	207.08
24746	1	1337256987	84675.9	69275.2	0.818121	1810487	12536	14266005	14334508	206.921
24746	2	1337256987	84675.9	68972.9	0.814551	1805275	13455	14266005	14271471	206.914
24844	1	1337401298	144587	118160	0.817224	3096806	21780	24335943	24444335	206.876
24844	2	1337401298	144587	117764	0.814489	3089499	22997	24335943	24363045	206.88
24856	1	1337522012	82449.6	67385.9	0.817298	1766156	12465	13847687	13918210	206.545
24856	2	1337522012	82449.6	67218.7	0.815271	1761913	12991	13847687	13881521	206.513
24861	1	1337650468	118266	96662.2	0.81733	2526403	17866	19848133	19947004	206.358
24861	2	1337650468	118266	96417.2	0.815258	2526550	18651	19848133	19897378	206.368
24875	1	1337820505	155466	127046	0.817194	3331267	23456	26158001	26276184	206.824
24875	2	1337820505	155466	126760	0.815354	3323467	24349	26158001	26213763	206.798
24983	1	1338056514	188298	153913	0.81739	4036756	28141	35593236	31873617	207.088
24983	2	1338056514	188298	153501	0.815198	4028704	29511	35593236	31777314	207.018
25000	1	1338212141	63953.1	52249.6	0.817	1372754	9687	10759950	10795741	206.618
25000	2	1338212141	63953.1	52133.7	0.815187	1366391	10074	10759950	10768023	206.546
25104	1	1338434457	146785	119813	0.816248	3147602	22543	24754100	24797227	206.966
25104	2	1338434457	146785	119612	0.814876	3136029	23169	24754100	24751048	206.928
25127	1	1338648783	252362	206251	0.817282	5414024	38027	42415851	42625577	206.668
25127	2	1338648783	252362	205746	0.815279	5394781	39676	42415851	42509337	206.611
25136	1	1338860096	161745	132238	0.817574	3467308	24136	27252196	27383187	207.075
25136	2	1338860096	161745	131892	0.815433	3461169	25265	27252196	27309519	207.06
25211	1	1339030809	170147	138993	0.816899	3646843	25706	28699482	28802707	207.224
25211	2	1339030809	170147	138744	0.815436	3641109	26521	28699482	28749784	207.215
25808	1	1339867684	221807	181317	0.817454	4759602	33233	46538607	37499896	206.819
25808	2	1339867684	221807	180801	0.815127	4748826	34872	46538607	37389846	206.801
25820	1	1340055113	148023	120999	0.817436	3179606	22120	24917413	25056250	207.078
25820	2	1340055113	148023	120664	0.81517	3173161	23205	24917413	24979246	207.016
25833	1	1340239443	168047	137300	0.817036	3612892	25499	28193679	28348524	206.471
25833	2	1340239443	168047	137009	0.815301	3596878	26459	28193679	28275367	206.376
25928	1	1340359391	12273.5	10029.6	0.817172	263977	1876	2054437	2066554	206.046
25928	2	1340359391	12273.5	10028.9	0.817118	262248	1872	2054437	2065391	205.944
25941	1	1340481430	204084	166827	0.817443	4386312	30729	34223232	34403134	206.22
25941	2	1340481430	204084	166402	0.815357	4370116	32154	34223232	34304067	206.152
25948	1	1340627650	48463.1	39653.9	0.818229	1041148	7203	8129410	8181328	206.318
25948	2	1340627650	48463.1	39528.4	0.815639	1036254	7584	8129410	8150793	206.201
25963	1	1340798567	200202	163596	0.817155	4301981	30307	33587676	33753124	206.32
25963	2	1340798567	200202	163176	0.815054	4286110	31688	33587676	33660310	206.283
25971	1	1340914749	29783.1	24383.7	0.81871	640212	4357	5000832	5033369	206.424
25971	2	1340914749	29783.1	24233.4	0.813662	637871	4826	5000832	5000677	206.355
26071	1	1341061628	190551	155663	0.816909	4098185	28852	32103175	32193113	206.813
26071	2	1341061628	190551	155300	0.815005	4080208	30054	32103175	32109814	206.76
26088	1	1341259364	198973	162517	0.816782	4279923	30147	33571151	33653166	207.074
26088	2	1341259364	198973	162278	0.815579	4263733	30958	33571151	33592707	207.007
26094	1	1341448483	175280	143097	0.816393	3769401	26824	29519156	29595720	206.822
26094	2	1341448483	175280	142832	0.814876	3757676	27672	29519156	29535732	206.787
26192	1	1341680542	222709	181971	0.817082	4790963	33626	37509315	37624330	206.76
26192	2	1341680542	222709	181511	0.815015	4765766	35072	37509315	37516301	206.689
26213	1	1341881461	170452	139252	0.816958	3662738	25833	35783366	28777040	206.655
26213	2	1341881461	170452	138839	0.814537	3651254	27130	35783366	28684493	206.602
26261	1	1342004430	21691.3	17731.1	0.817428	466867	3245	4554446	3665143	206.707
26261	2	1342004430	21691.3	17690.9	0.815573	466022	3369	4554446	3655437	206.629
26264	1	1342064419	21626.7	17675.6	0.817308	464391	3250	4539136	3653052	206.672
26264	2	1342064419	21626.7	17628.4	0.815122	463523	3408	4539136	3640264	206.5
26267	1	1342113710	54146.2	44218.6	0.816653	1164332	8257	9113914	9138954	206.677
26267	2	1342113710	54146.2	44097	0.814407	1158745	8654	9113914	9111771	206.63
26367	1	1342283886	231284	188933	0.816889	4977299	35014	38960863	39088542	206.891
26367	2	1342283886	231284	188479	0.814926	4955076	36500	38960863	38977183	206.798
26374	1	1342486815	167540	136846	0.816795	3608716	25339	28220831	28333106	207.044
26374	2	1342486815	167540	136565	0.81512	3593809	26317	28220831	28262315	206.951
26383	1	1342592804	39717.2	32377.1	0.81519	857121	6240	6677021	6695354	206.793
26383	2	1342592804	39717.2	32349.8	0.814506	850779	6321	6677021	6687289	206.718
26390	1	1342639190	47902.2	39175.9	0.817831	1032015	7116	8052812	8100565	206.774
26390	2	1342639190	47902.2	38994	0.814032	1026045	7711	8052812	8058312	206.655
26393	1	1342713179	65029	53153.7	0.817384	1399777	9835	10903331	10963212	206.255
26393	2	1342713179	65029	52989.1	0.814854	1391904	10338	10903331	10924580	206.166
26491	1	1342887292	224073	183092	0.817111	4829984	33855	38338052	37846665	206.708
26491	2	1342887292	224073	182581	0.814828	4805016	35480	38338052	37726596	206.63
26500	1	1343091490	159068	130015	0.817355	3429923	23990	26754792	26834557	206.395
26500	2	1343091490	159068	129665	0.815155	3411036	25068	26754792	26753728	206.329
26527	1	1343262663	172769	141208	0.817321	3712859	26191	29554217	29079543	205.934
26527	2	1343262663	172769	140892	0.815491	3702047	27183	29554217	29004211	205.862
26691	1	1343405450	57356.2	46910.6	0.817882	1233688	8621	9599748	9645313	205.61
26691	2	1343405450	57356.2	46753.7	0.815146	1229540	9129	9599748	9610534	205.557
34523	1	1350759332	222512	182182	0.818751	4748289	33024	37286473	37402730	205.304
34523	2	1350759332	222512	181583	0.816059	4745818	34813	37286473	37280410	205.308
34538	1	1350966424	171778	140563	0.818287	3665950	25777	29124116	28835333	205.141
34538	2	1350966424	171778	140246	0.816442	3663038	26726	29124116	28769851	205.138
34548	1	1351133106	154626	126578	0.818603	3303061	23040	25861014	25956785	205.066
34548	2	1351133106	154626	126187	0.816073	3301239	24214	25861014	25877985	205.077
34741	1	1351343819	190457	155949	0.818817	4066347	28262	31855718	31976042	205.041
34741	2	1351343819	190457	155404	0.815956	4059312	30006	31855718	31865941	205.052
34747	1	1351453127	22403.2	18352.3	0.819182	477769	3308	4154068	3762910	205.037
34747	2	1351453127	22403.2	18287.6	0.816294	477205	3495	4154068	3749482	205.029
34756	1	1351554630	177555	145325	0.818479	3790414	26545	29684562	29784678	204.952
34756	2	1351554630	177555	144894	0.816053	3787014	27874	29684562	29698904	204.969
34759	1	1351731890	171484	140337	0.818368	3666859	25576	32156344	28831479	205.445
34759	2	1351731890	171484	139844	0.815494	3662440	27074	32156344	28729376	205.438
34933	1	1351879727	61422.8	50241.4	0.817959	1315920	9207	10446171	10333943	205.686
34933	2	1351879727	61422.8	50077.9	0.815298	1313497	9703	10446171	10301722	205.714
34938	1	1352027811	96544.1	78975.7	0.818027	2064655	14523	16151228	16206686	205.211
34938	2	1352027811	96544.1	78800.7	0.816214	2063520	15085	16151228	16172005	205.227
34953	1	1352118387	73334.8	60010.9	0.818314	1568893	10992	15094476	12315627	205.223
34953	2	1352118387	73334.8	59782.7	0.815203	1568910	11654	15094476	12271951	205.276
35180	1	1352571153	49021.6	40081.6	0.817631	1046065	7253	8501546	8265810	206.225
35180	2	1352571153	49021.6	39910.7	0.814145	1045620	7809	8501546	8229871	206.207
35181	1	1352644629	76255	62449.4	0.818955	1624777	11343	12742041	12785963	204.741
35181	2	1352644629	76255	62238.3	0.816187	1624500	11933	12742041	12743997	204.761
35184	1	1352767854	165881	136014	0.819951	3542431	24349	27541402	27750413	204.026
35184	2	1352767854	165881	135488	0.816777	3534051	25935	27541402	27643673	204.031
35194	1	1352939868	173566	142181	0.819172	3705741	25909	28787107	28990384	203.898
35194	2	1352939868	173566	141663	0.816187	3700032	27470	28787107	28884204	203.894
35370	1	1353170090	224359	183801	0.819227	4793865	33372	37233915	37507521	204.066
35370	2	1353170090	224359	183317	0.817068	4789129	34891	37233915	37406897	204.056
35387	1	1353295321	594.049	494.581	0.832559	12718	63	98421	100939	204.09
35387	2	1353295321	594.049	491.208	0.826883	12563	74	98421	100143	203.871
35388	1	1353376278	144233	118250	0.819856	3080199	21207	23907977	24107065	203.865
35388	2	1353376278	144233	117849	0.817071	3075815	22485	23907977	24023882	203.854
35397	1	1353458139	1178.46	961.842	0.816183	25129	186	194607	195733	203.498
35397	2	1353458139	1178.46	958.188	0.813082	25374	201	194607	194663	203.157
35410	1	1353471395	19499	15964.9	0.818755	416418	2952	3231701	3252967	203.758
35410	2	1353471395	19499	15917.6	0.816328	415326	3080	3231701	3243491	203.768
35411	1	1353525016	86892.6	71200.3	0.819406	1854949	12903	14407093	14516892	203.888
35411	2	1353525016	86892.6	70910.6	0.816072	1854468	13810	14407093	14458060	203.891
35428	1	1353575765	2369.57	1944.15	0.820466	50596	340	394298	396400	203.894
35428	2	1353575765	2369.57	1934.32	0.816317	50172	381	394298	394275	203.832
35430	1	1353590547	25995.8	21311.7	0.819814	554906	3834	4311390	4346544	203.951
35430	2	1353590547	25995.8	21265.4	0.818032	555567	3956	4311390	4337850	203.986
35435	1	1353618683	25408.4	20779.7	0.817828	542760	3904	4212239	4236849	203.894
35435	2	1353618683	25408.4	20703.9	0.814843	541651	4122	4212239	4220458	203.849
35606	1	1353773831	226518	185635	0.819514	4839489	33682	37497511	37808093	203.67
35606	2	1353773831	226518	184994	0.816687	4831955	35597	37497511	37682302	203.695
35612	1	1353974724	171153	140366	0.820118	3652233	25135	28315966	28567035	203.519
35612	2	1353974724	171153	139881	0.817287	3649095	26588	28315966	28467941	203.515
35621	1	1354149060	175160	143573	0.819668	3740608	25868	28992381	29236202	203.633
35621	2	1354149060	175160	143065	0.81677	3737865	27504	28992381	29130363	203.616
35793	1	1354379446	231077	189486	0.820013	4926723	34179	38240956	38486230	203.109
35793	2	1354379446	231077	188888	0.817424	4921445	36044	38240956	38366370	203.118
35803	1	1354585594	174345	142890	0.819585	3712700	26101	28729815	28979148	202.807
35803	2	1354585594	174345	142593	0.81788	3708874	27013	28729815	28917371	202.796
35814	1	1354756349	163503	134106	0.820205	3482974	24092	27003129	27235977	203.093
35814	2	1354756349	163503	133714	0.817811	3480599	25313	27003129	27154831	203.081
35982	1	1354972304	171757	140861	0.820118	3663743	25384	28340349	28605173	203.074
35982	2	1354972304	171757	140405	0.817465	3660333	26767	28340349	28513935	203.083
35989	1	1355188713	159938	131251	0.820635	3411978	23401	26349516	26629806	202.893
35989	2	1355188713	159938	130729	0.817371	3409942	24999	26349516	26524493	202.897
36002	1	1355328950	108235	88828.4	0.820701	2309241	15815	17825207	18014487	202.801
36002	2	1355328950	108235	88556.4	0.818189	2305614	16687	17825207	17956695	202.771
36011	1	1355417564	57918.6	47451.7	0.819283	1233876	8696	9573101	9633116	203.009
36011	2	1355417564	57918.6	47344.6	0.817434	1234196	9030	9573101	9612406	203.031
