[RunNo]	[DetNo]	[Date]	[Full Time]	[Live Time]	[VetoEff]	[AdMu]	[ShMu]	[WpMu]	[NetMu]	[muRate]
36196	1	1355593763	220157	180608	0.820362	4694663	32431	36344639	36642362	202.883
36196	2	1355593763	220157	180056	0.817855	4687678	34091	36344639	36527308	202.866
36210	1	1355792507	172174	141131	0.819701	3671622	25617	28455887	28643948	202.959
36210	2	1355792507	172174	140699	0.817191	3667433	26958	28455887	28557992	202.972
36219	1	1355965234	171359	140548	0.820193	3654901	25266	28282108	28523253	202.944
36219	2	1355965234	171359	140166	0.817969	3653291	26470	28282108	28443333	202.926
36393	1	1356112783	45575.3	37301.4	0.818457	971142	6951	7506248	7589150	203.455
36393	2	1356112783	45575.3	37263.5	0.817626	971953	7051	7506248	7581111	203.446
36394	1	1356223679	172801	141630	0.819614	3681908	25713	28462188	28816456	203.463
36394	2	1356223679	172801	141213	0.817197	3682420	26988	28462188	28731286	203.461
36397	1	1356397107	151687	124376	0.819954	3236617	22560	24858107	25220899	202.779
36397	2	1356397107	151687	124068	0.817918	3235382	23532	24858107	25156670	202.766
36406	1	1356571437	168807	138505	0.82049	3608882	24809	27685826	28112313	202.97
36406	2	1356571437	168807	137964	0.817285	3601761	26439	27685826	28003401	202.977
36582	1	1356798963	230160	188800	0.820297	4914302	34051	37696706	38265577	202.678
36582	2	1356798963	230160	188187	0.817633	4902995	35930	37696706	38141035	202.677
36586	1	1356941382	48797.1	40052.9	0.820806	1040126	7159	7983146	8114302	202.59
36586	2	1356941382	48797.1	39954.7	0.818792	1040334	7444	7983146	8095337	202.613
36801	1	1357532956	3818.74	3141.43	0.822634	81205	554	623328	634550	201.994
36801	2	1357532956	3818.74	3129.71	0.819566	80964	582	623328	632558	202.114
36804	1	1357614679	154176	126476	0.820332	3286471	22821	25293817	25621148	202.578
36804	2	1357614679	154176	126135	0.818123	3279274	23801	25293817	25552830	202.583
36813	1	1357779693	171358	140545	0.820185	3653748	25364	28142058	28506628	202.829
36813	2	1357779693	171358	140169	0.817993	3649475	26510	28142058	28429148	202.82
36895	1	1358001532	244843	200907	0.820554	5232968	35740	40340973	40865253	203.404
36895	2	1358001532	244843	200216	0.817731	5229374	37858	40340973	40721645	203.389
36904	1	1358211490	170300	139764	0.820697	3627071	25016	27896548	28316658	202.603
36904	2	1358211490	170300	139251	0.817683	3618703	26600	27896548	28210605	202.588
36914	1	1358342442	85724.7	70410.1	0.821351	1825175	12481	14027659	14250229	202.389
36914	2	1358342442	85724.7	70105.4	0.817797	1820565	13396	14027659	14187667	202.376
36934	1	1358473941	165871	136181	0.821002	3529562	24327	27098656	27533918	202.187
36934	2	1358473941	165871	135832	0.818899	3524006	25413	27098656	27461731	202.174
36941	1	1358597785	79700.7	65391.7	0.820465	1694853	11795	13033791	13231508	202.342
36941	2	1358597785	79700.7	65259	0.8188	1695320	12186	13033791	13206584	202.372
36955	1	1358702952	51579.9	42385.3	0.821741	1096995	7445	8403082	8567533	202.135
36955	2	1358702952	51579.9	42227.2	0.818675	1093971	7936	8403082	8534214	202.102
37048	1	1358784712	73600.5	60465.3	0.821534	1565447	10694	11980586	12214245	202.004
37048	2	1358784712	73600.5	60255	0.818677	1562879	11355	11980586	12171879	202.006
37051	1	1358862560	80626.6	66201.5	0.821087	1714440	11815	16205570	13379502	202.103
37051	2	1358862560	80626.6	66042	0.819109	1711890	12303	16205570	13345521	202.076
37058	1	1358989642	169856	139404	0.820719	3614384	25086	30692679	28173693	202.101
37058	2	1358989642	169856	139026	0.818493	3606984	26255	30692679	28098090	202.107
37119	1	1359210138	242565	199181	0.821148	5161467	35492	39553347	40288430	202.27
37119	2	1359210138	242565	198532	0.818469	5160363	37469	39553347	40155116	202.261
37147	1	1359420155	174477	143223	0.82087	3716954	25650	28460744	28988602	202.402
37147	2	1359420155	174477	142845	0.818704	3710433	26783	28460744	28910118	202.388
37154	1	1359594185	172006	141296	0.821461	3665714	24930	28061428	28605467	202.45
37154	2	1359594185	172006	140825	0.818719	3664130	26402	28061428	28514137	202.48
37322	1	1359909930	384338	315461	0.820791	8188772	56408	62761049	63908309	202.587
37322	2	1359909930	384338	314276	0.817708	8179500	60052	62761049	63668537	202.588
37353	1	1360119748	12541.9	10306.7	0.82178	267181	1793	2572723	2091332	202.911
37353	2	1360119748	12541.9	10269.5	0.818817	266730	1924	2572723	2084302	202.96
37358	1	1360134561	10704.7	8776.55	0.819875	228520	1603	1751168	1781035	202.931
37358	2	1360134561	10704.7	8764.34	0.818734	228511	1629	1751168	1779041	202.986
37363	1	1360147234	1643.74	1339.8	0.815094	35041	270	268687	271460	202.612
37363	2	1360147234	1643.74	1350.99	0.821897	34833	236	268687	273761	202.638
37365	1	1360216631	133226	109367	0.820916	2837644	19514	21760048	22152259	202.55
37365	2	1360216631	133226	108956	0.817828	2832101	20748	21760048	22070090	202.56
37445	1	1360422490	249660	204917	0.820787	5312229	36698	40745751	41480327	202.425
37445	2	1360422490	249660	204275	0.818214	5307536	38704	40745751	41350765	202.427
37451	1	1360637751	172080	141166	0.820352	3664747	25525	28087765	28577963	202.442
37451	2	1360637751	172080	140731	0.817826	3657435	26870	28087765	28493580	202.468
37468	1	1360726976	2181.72	1795.14	0.822809	46344	311	355035	363141	202.291
37468	2	1360726976	2181.72	1786.62	0.818904	46678	337	355035	360834	201.965
37469	1	1360731686	7172.81	5897.08	0.822144	152407	1020	1171631	1194213	202.509
37469	2	1360731686	7172.81	5878.38	0.819537	152402	1082	1171631	1190904	202.59
37470	1	1360812512	154148	126552	0.820973	3282722	22560	25169829	25631064	202.534
37470	2	1360812512	154148	126188	0.818612	3279649	23708	25169829	25561676	202.569
37545	1	1361023441	243762	200031	0.820601	5193389	35849	49144424	40533462	202.636
37545	2	1361023441	243762	199325	0.817703	5187728	38008	49144424	40390918	202.639
37550	1	1361232352	171758	140958	0.820682	3659120	25198	31426049	28578565	202.745
37550	2	1361232352	171758	140499	0.818008	3655428	26641	31426049	28487235	202.757
37559	1	1361406552	171390	140581	0.82024	3649364	25431	28005796	28501191	202.738
37559	2	1361406552	171390	140067	0.817241	3648455	26976	28005796	28392158	202.704
37645	1	1361716876	416908	342206	0.820821	8881567	61221	68130024	69303400	202.519
37645	2	1361716876	416908	341193	0.818391	8863743	64345	68130024	69097693	202.518
37648	1	1361929967	4117.79	3384.45	0.821908	87531	596	828524	683773	202.034
37648	2	1361929967	4117.79	3362.57	0.816594	87553	660	828524	679645	202.121
37657	1	1361934944	4773.86	3915.73	0.820243	101641	707	979162	795280	203.099
37657	2	1361934944	4773.86	3891.04	0.815073	102134	790	979162	789693	202.951
37658	1	1362000538	125357	102920	0.82101	2672426	18310	20473971	20858554	202.669
37658	2	1362000538	125357	102592	0.818394	2671942	19279	20473971	20790965	202.657
37659	1	1362064457	1793.12	1468.11	0.818746	38126	271	293103	297879	202.899
37659	2	1362064457	1793.12	1479.8	0.825266	38353	235	293103	300216	202.876
37661	1	1362066180	389.769	321.482	0.8248	8364	52	64491	65067	202.397
37661	2	1362066180	389.769	316.337	0.811601	8362	67	64491	64083	202.578
37663	1	1362068775	2989.73	2453.79	0.820739	63736	439	487999	497180	202.617
37663	2	1362068775	2989.73	2443.6	0.817332	63519	473	487999	495026	202.58
37664	1	1362071142	1197.44	985.9	0.823338	25531	167	196064	200130	202.992
37664	2	1362071142	1197.44	975.464	0.814622	25399	196	196064	197960	202.939
37666	1	1362074918	4996.77	4101.26	0.820782	107124	723	815574	831866	202.832
37666	2	1362074918	4996.77	4093.12	0.819153	107021	756	815574	830367	202.869
37667	1	1362088573	22094.1	18126.2	0.82041	471065	3277	3606083	3671771	202.567
37667	2	1362088573	22094.1	18062.2	0.817513	471256	3459	3606083	3659211	202.59
37836	1	1362243404	231058	189605	0.820596	4924167	33992	37745612	38422144	202.643
37836	2	1362243404	231058	189056	0.81822	4920690	35727	37745612	38312544	202.651
37842	1	1362451031	165777	135898	0.819761	3541387	24642	34045398	27615080	203.205
37842	2	1362451031	165777	135670	0.818383	3535188	25392	34045398	27566582	203.189
37855	1	1362622168	162200	133082	0.820481	3468267	23713	33335435	27058049	203.319
37855	2	1362622168	162200	132656	0.817857	3463011	25039	33335435	26974621	203.342
37939	1	1362820231	199811	163919	0.820372	4275973	29385	32718662	33310732	203.215
37939	2	1362820231	199811	163436	0.817955	4269619	30849	32718662	33213561	203.221
37942	1	1362945287	46537.8	38169.2	0.820176	994383	6892	7611212	7745110	202.915
37942	2	1362945287	46537.8	38063.1	0.817897	993665	7202	7611212	7722643	202.891
37945	1	1362969588	514.761	421.297	0.818434	10912	80	84092	85426	202.769
37945	2	1362969588	514.761	425.559	0.826713	10961	66	84092	86231	202.63
37946	1	1363051961	162919	133658	0.820391	3485217	23955	26673418	27152485	203.15
37946	2	1363051961	162919	133235	0.817795	3480114	25277	26673418	27065117	203.139
37959	1	1363222231	172087	141031	0.819536	3686381	25697	28199368	28686794	203.407
37959	2	1363222231	172087	140783	0.818094	3683191	26418	28199368	28637687	203.417
38044	1	1363449444	230756	189320	0.820433	4938285	33888	37779768	38468234	203.192
38044	2	1363449444	230756	188728	0.817867	4927513	35723	37779768	38344727	203.175
38053	1	1363682789	144197	118400	0.821101	3082481	20900	23629700	24062887	203.233
38053	2	1363682789	144197	117929	0.817832	3078418	22299	23629700	23966589	203.229
38058	1	1363834618	153138	125577	0.82002	3275769	22594	25107910	25548304	203.448
38058	2	1363834618	153138	125205	0.817597	3274901	23733	25107910	25472586	203.446
38143	1	1364050634	250485	205455	0.820228	5360870	36837	41099421	41814041	203.519
38143	2	1364050634	250485	204685	0.817152	5360314	39135	41099421	41655476	203.51
38152	1	1364271583	167118	137052	0.820089	3577271	24644	27397732	27879331	203.422
38152	2	1364271583	167118	136684	0.817889	3577889	25784	27397732	27802153	203.404
38169	1	1364444083	146245	119893	0.819809	3136016	21621	24002215	24414435	203.635
38169	2	1364444083	146245	119618	0.817931	3129655	22499	24002215	24363699	203.679
38334	1	1364660749	232811	190981	0.820326	4980590	34229	38142303	38827982	203.309
38334	2	1364660749	232811	190453	0.81806	4980623	35820	38142303	38723816	203.325
38343	1	1364867678	178368	146414	0.820849	3816042	25968	29200671	29742114	203.138
38343	2	1364867678	178368	145847	0.817671	3806211	27736	29200671	29624805	203.123
38357	1	1365040434	165218	135537	0.820354	3532194	24262	27077248	27567538	203.395
38357	2	1365040434	165218	135094	0.817674	3536542	25593	27077248	27476736	203.389
38439	1	1365215649	159381	130774	0.820509	3408758	23398	26076160	26555004	203.061
38439	2	1365215649	159381	130283	0.817431	3406204	24858	26076160	26453630	203.047
38445	1	1365427708	258851	212320	0.820243	5538771	38271	42326899	43097844	202.985
38445	2	1365427708	258851	211771	0.81812	5529345	39926	42326899	42985432	202.981
38458	1	1365642994	166705	136890	0.821154	3566690	24160	27256083	27783854	202.964
38458	2	1365642994	166705	136366	0.818009	3559592	25809	27256083	27677932	202.968
38539	1	1365862848	232551	190734	0.820179	4969441	34421	38028124	38713885	202.974
38539	2	1365862848	232551	190236	0.818037	4967308	35939	38028124	38612630	202.973
38551	1	1366071561	172341	141409	0.820521	3685042	25303	28178118	28700574	202.961
38551	2	1366071561	172341	140943	0.817813	3681784	26759	28178118	28606593	202.966
38561	1	1366245745	170930	140320	0.820921	3651803	24921	35034186	28456837	202.799
38561	2	1366245745	170930	139845	0.818138	3648136	26427	35034186	28357603	202.779
38572	1	1366373072	81955.7	67263.7	0.820732	1748234	12014	13381914	13633791	202.692
38572	2	1366373072	81955.7	67110.9	0.818868	1748022	12476	13381914	13600977	202.664
38577	1	1366434495	20324.5	16664.9	0.81994	433436	3011	4174670	3385670	203.162
38577	2	1366434495	20324.5	16605.7	0.817029	433308	3213	4174670	3373236	203.137
38595	1	1366477341	46619	38256	0.820611	995634	6862	7619140	7756403	202.75
38595	2	1366477341	46619	38172.8	0.818825	990463	7117	7619140	7739157	202.74
38686	1	1366549320	1164.39	957.09	0.82197	25076	164	238741	194289	203
38686	2	1366549320	1164.39	951.847	0.817467	24856	180	238741	193042	202.808
38693	1	1366573718	36517.8	29969.7	0.820689	779101	5336	5978866	6087204	203.112
38693	2	1366573718	36517.8	29881	0.818257	779860	5594	5978866	6069132	203.11
38701	1	1366679658	167252	137251	0.820623	3572136	24517	27356673	27851192	202.922
38701	2	1366679658	167252	136833	0.818125	3567139	25819	27356673	27767206	202.928
38715	1	1366851722	171381	140785	0.821474	3660261	24671	28027293	28568973	202.927
38715	2	1366851722	171381	140130	0.817652	3655468	26712	28027293	28437223	202.935
38886	1	1367083164	219694	180273	0.820564	4700161	32143	44388243	36614896	203.108
38886	2	1367083164	219694	179708	0.817994	4694765	33919	44388243	36502207	203.119
38893	1	1367282219	170921	140107	0.819718	3656464	25412	28005767	28492088	203.359
38893	2	1367282219	170921	139838	0.818142	3651991	26223	28005767	28433782	203.334
38898	1	1367455544	172745	141817	0.820959	3692825	25042	28293175	28821632	203.232
38898	2	1367455544	172745	141346	0.818235	3694968	26506	28293175	28727118	203.24
38985	1	1367559962	8881.91	7291.63	0.820953	190488	1284	1453752	1482555	203.323
38985	2	1367559962	8881.91	7254.27	0.816747	191097	1399	1453752	1475139	203.348
38990	1	1367632902	132987	109288	0.821792	2845740	18980	21756828	22188915	203.032
38990	2	1367632902	132987	108780	0.817976	2843661	20556	21756828	22091071	203.08
39070	1	1367759268	83875.5	68900.4	0.82146	1795990	12027	17241629	14011573	203.36
39070	2	1367759268	83875.5	68568	0.817497	1792478	13045	17241629	13945193	203.378
39073	1	1367888491	170479	140034	0.821411	3647777	24541	27927165	28466442	203.283
39073	2	1367888491	170479	139470	0.818108	3645075	26206	27927165	28354013	203.298
39082	1	1368009952	69944.1	57530.2	0.822516	1495241	9809	11451321	11690501	203.206
39082	2	1368009952	69944.1	57196.2	0.817741	1496771	10824	11451321	11620955	203.177
39164	1	1368103616	86262.8	70836.3	0.821169	1845042	12489	14123295	14390804	203.156
39164	2	1368103616	86262.8	70509.2	0.817376	1844623	13498	14123295	14326010	203.179
39173	1	1368281907	257469	211450	0.821264	5510466	37088	46818542	42997083	203.344
39173	2	1368281907	257469	210601	0.817963	5507230	39680	46818542	42820176	203.324
39183	1	1368494956	166015	136223	0.820547	3551128	24216	27583430	27721818	203.503
39183	2	1368494956	166015	135751	0.817703	3551103	25721	27583430	27623436	203.486
39202	1	1368581526	2975.28	2442.9	0.821067	63702	431	493311	496382	203.194
39202	2	1368581526	2975.28	2437.24	0.819164	63452	448	493311	495260	203.205
39203	1	1368668876	165118	135639	0.821466	3528524	23757	27045142	27563760	203.215
39203	2	1368668876	165118	135095	0.818172	3526840	25379	27045142	27452607	203.21
39286	1	1368887184	246850	202876	0.82186	5270146	35222	44837560	41204595	203.102
39286	2	1368887184	246850	201875	0.817802	5275806	38287	44837560	41000959	203.101
39295	1	1369100448	173697	142681	0.821438	3715537	24942	29155471	29008256	203.308
39295	2	1369100448	173697	142072	0.817932	3714046	26809	29155471	28881217	203.286
39298	1	1369273295	167632	137738	0.821669	3582348	24037	27435538	27972293	203.084
39298	2	1369273295	167632	137168	0.81827	3581694	25774	27435538	27856464	203.083
39467	1	1369502275	236799	194489	0.821323	5055768	34173	38751533	39490968	203.05
39467	2	1369502275	236799	193639	0.817735	5055809	36765	38751533	39319388	203.055
39479	1	1369707168	168224	138190	0.821464	3596765	24144	33967255	28078584	203.188
39479	2	1369707168	168224	137575	0.817808	3593962	26048	33967255	27953436	203.187
39488	1	1369877665	165907	136231	0.82113	3543568	24041	27150622	27667009	203.089
39488	2	1369877665	165907	135813	0.81861	3541431	25339	27150622	27579960	203.073
39578	1	1370097790	242726	199363	0.821352	5188915	34931	40733801	40519677	203.246
39578	2	1370097790	242726	198460	0.817632	5187232	37699	40733801	40335692	203.243
39584	1	1370307868	172624	141623	0.820412	3694738	25229	28365124	28856011	203.752
39584	2	1370307868	172624	141230	0.818136	3689634	26388	28365124	28779426	203.777
39603	1	1370403128	6064.48	4978.32	0.820897	129482	874	1117945	1016116	204.108
39603	2	1370403128	6064.48	4957.53	0.81747	129822	935	1117945	1012171	204.168
39606	1	1370505623	114666	94121.2	0.820831	2450809	16598	18845734	19178840	203.767
39606	2	1370505623	114666	93803.1	0.818056	2451537	17595	18845734	19115450	203.783
39680	1	1370701247	235330	193254	0.821207	5037856	33803	38674500	39392434	203.837
39680	2	1370701247	235330	192299	0.817149	5034824	36672	38674500	39200095	203.849
39693	1	1370919236	160513	131677	0.820351	3439362	23426	26381925	26852151	203.924
39693	2	1370919236	160513	131153	0.817086	3438471	25051	26381925	26741659	203.897
39701	1	1371087166	111689	91635.4	0.820451	2392233	16258	20373298	18678045	203.83
39701	2	1371087166	111689	91276.9	0.817241	2388219	17364	20373298	18603759	203.817
39762	1	1371350560	283622	232869	0.821055	6068901	40906	47726184	47447356	203.751
39762	2	1371350560	283622	231864	0.817509	6068361	43948	47726184	47242210	203.75
39793	1	1371558232	84590.6	69451.8	0.821034	1813852	12105	13936324	14193051	204.358
39793	2	1371558232	84590.6	69082.2	0.816665	1814610	13220	13936324	14115118	204.324
39797	1	1371644356	85208.2	69901.7	0.820363	1827856	12341	14093761	14285011	204.359
39797	2	1371644356	85208.2	69628.9	0.817161	1827355	13188	14093761	14231348	204.389
40016	1	1371919892	228932	187789	0.820284	4905153	33416	38137240	38309312	204.002
40016	2	1371919892	228932	187087	0.817216	4900408	35563	38137240	38162628	203.984
40035	1	1372123720	169222	138832	0.820411	3620938	24683	27798028	28290930	203.778
40035	2	1372123720	169222	138246	0.816949	3623788	26484	27798028	28170004	203.767
40044	1	1372295319	169841	139297	0.820162	3632569	24962	28242644	28372022	203.681
40044	2	1372295319	169841	138823	0.817375	3633738	26384	28242644	28274983	203.676
40125	1	1372522003	249192	204449	0.820448	5338739	36300	45863801	41675011	203.841
40125	2	1372522003	249192	203616	0.817107	5330213	38856	45863801	41505728	203.843
40135	1	1372732237	160595	131724	0.820226	3438761	23547	26374202	26842028	203.775
40135	2	1372732237	160595	131292	0.81754	3435239	24865	26374202	26753790	203.772
40144	1	1372900265	163754	134391	0.820686	3506576	23788	26898005	27384515	203.768
40144	2	1372900265	163754	133905	0.817718	3502779	25243	26898005	27285687	203.77
40246	1	1373122535	241060	197934	0.821097	5156165	34709	39613908	40303925	203.623
40246	2	1373122535	241060	197125	0.81774	5154356	37284	39613908	40141765	203.636
40251	1	1373331847	166963	137061	0.820903	3575563	24094	27425445	27925976	203.749
40251	2	1373331847	166963	136495	0.817515	3575218	25834	27425445	27811135	203.752
40260	1	1373504516	166547	136689	0.82072	3575268	24083	27370480	27876535	203.942
40260	2	1373504516	166547	136175	0.817635	3566834	25676	27370480	27768193	203.916
40341	1	1373725993	242104	198673	0.820609	5194582	35098	39787922	40518175	203.944
40341	2	1373725993	242104	197929	0.817535	5187553	37416	39787922	40363582	203.93
40355	1	1373936685	168182	138158	0.821481	3602775	24032	27616678	28144695	203.714
40355	2	1373936685	168182	137521	0.817694	3597684	25993	27616678	28014986	203.714
40364	1	1374109217	168890	138659	0.821001	3619563	24294	28116560	28275149	203.918
40364	2	1374109217	168890	138000	0.817097	3619864	26311	28116560	28143200	203.936
40529	1	1374285886	127796	104953	0.821253	2741527	18334	20989212	21390328	203.808
40529	2	1374285886	127796	104488	0.817611	2732785	19734	20989212	21295185	203.806
40542	1	1374409569	90713.7	74455.3	0.820772	1945531	13117	18376670	15176978	203.84
40542	2	1374409569	90713.7	74129.2	0.817177	1941755	14129	18376670	15110356	203.838
40547	1	1374542422	167453	137474	0.820971	3589516	24152	27505083	28018806	203.812
40547	2	1374542422	167453	136758	0.816695	3585487	26342	27505083	27869543	203.788
40558	1	1374628370	993.171	815.299	0.820905	21118	142	163819	166707	204.474
40558	2	1374628370	993.171	804.473	0.810005	21221	174	163819	164478	204.454
40563	1	1374714596	169386	138986	0.820527	3631871	24642	27817565	28325366	203.8
40563	2	1374714596	169386	138472	0.817493	3630122	26200	27817565	28220761	203.801
40638	1	1374935793	227332	186618	0.820906	4872787	32843	37303636	38000175	203.625
40638	2	1374935793	227332	185918	0.817824	4863780	35058	37303636	37856843	203.621
40658	1	1375146240	167555	137556	0.820959	3591021	24214	27497602	28017445	203.681
40658	2	1375146240	167555	136932	0.817236	3586249	26066	27497602	27888819	203.669
40667	1	1375318837	168032	137923	0.820816	3601850	24272	27593236	28105751	203.778
40667	2	1375318837	168032	137423	0.81784	3597958	25816	27593236	28000664	203.755
40746	1	1375540106	240956	198013	0.821781	5148794	34394	39462675	40240880	203.223
40746	2	1375540106	240956	197126	0.818099	5147592	37075	39462675	40061370	203.227
40756	1	1375748101	169085	138820	0.821005	3619958	24449	27720703	28239999	203.429
40756	2	1375748101	169085	138234	0.817542	3614946	26262	27720703	28121570	203.434
40762	1	1375888757	105219	86379.3	0.820951	2248963	15210	17258262	17576933	203.485
40762	2	1375888757	105219	86086.3	0.818166	2248168	16174	17258262	17516415	203.475
40774	1	1375949907	597.869	495.303	0.828446	12830	73	97971	100909	203.732
40774	2	1375949907	597.869	490.575	0.820538	12782	87	97971	99782	203.398
40783	1	1375953061	1443.92	1190.98	0.824822	30855	188	237127	243195	204.198
40783	2	1375953061	1443.92	1172.16	0.81179	31226	248	237127	239120	204
40786	1	1375955865	1601.28	1308.53	0.817176	34252	251	262826	266442	203.62
40786	2	1375955865	1601.28	1304.66	0.81476	34013	260	262826	265396	203.422
40800	1	1375978224	38845.1	31893.7	0.821049	831885	5626	6370453	6489676	203.478
40800	2	1375978224	38845.1	31781.3	0.818156	829257	5949	6370453	6465870	203.449
40801	1	1376004622	9990.14	8190.37	0.819846	214123	1474	1638567	1667757	203.624
40801	2	1376004622	9990.14	8179.36	0.818743	214011	1508	1638567	1665837	203.664
40886	1	1376238254	55493.6	45608.2	0.821864	1187756	7825	9118695	9296608	203.836
40886	2	1376238254	55493.6	45370.8	0.817587	1188613	8571	9118695	9249071	203.855
40901	1	1376352236	169525	139179	0.820997	3633113	24388	27847470	28367835	203.822
40901	2	1376352236	169525	138552	0.817298	3632596	26342	27847470	28242066	203.837
40912	1	1376526704	169219	138991	0.821367	3628123	24210	27784236	28325170	203.791
40912	2	1376526704	169219	138344	0.81754	3622921	26171	27784236	28193301	203.792
41075	1	1376787376	167029	137128	0.82098	3581541	24167	34299381	27869184	203.235
41075	2	1376787376	167029	136503	0.817238	3574829	26107	34299381	27741014	203.227
41090	1	1376957964	170428	139924	0.821015	3652364	24679	34977465	28418796	203.102
41090	2	1376957964	170428	139380	0.817824	3649000	26372	34977465	28312034	203.128
41099	1	1377131031	170234	139776	0.821079	3651934	24612	34925615	28407982	203.24
41099	2	1377131031	170234	139165	0.817495	3651631	26501	34925615	28282435	203.229
41180	1	1377353006	239113	196503	0.8218	5120833	34278	39003665	39829362	202.691
41180	2	1377353006	239113	195591	0.817984	5116902	37037	39003665	39646052	202.699
41187	1	1377562831	170146	139773	0.821485	3642262	24510	29396282	28352076	202.844
41187	2	1377562831	170146	139176	0.817977	3642793	26323	29396282	28230427	202.84
41197	1	1377736480	173441	142434	0.821221	3713834	25146	34936814	28888288	202.819
41197	2	1377736480	173441	141801	0.817572	3710578	27059	34936814	28756553	202.796
41283	1	1377958155	243686	200209	0.821585	5215157	35122	39707684	40543255	202.505
41283	2	1377958155	243686	199419	0.818344	5204318	37577	39707684	40382916	202.503
41292	1	1378209821	253200	208287	0.822619	5412684	35754	41279294	42189406	202.554
41292	2	1378209821	253200	207162	0.818175	5409986	39132	41279294	41961724	202.555
41304	1	1378383929	87167.6	71638.2	0.821845	1864426	12537	14196085	14498816	202.389
41304	2	1378383929	87167.6	71352.3	0.818564	1861959	13424	14196085	14439996	202.376
41381	1	1378562184	235327	193500	0.822261	5028759	33571	38309822	39143193	202.29
41381	2	1378562184	235327	192547	0.81821	5024611	36472	38309822	38948908	202.283
41388	1	1378813735	252976	207875	0.821716	5406060	36415	41221422	42080039	202.43
41388	2	1378813735	252976	207025	0.818358	5404560	39060	41221422	41912949	202.453
41397	1	1378988269	87335.6	71704.6	0.821023	1869260	12719	14247530	14534231	202.696
41397	2	1378988269	87335.6	71433.3	0.817917	1867020	13552	14247530	14477100	202.666
41562	1	1379175209	231075	189847	0.821581	4947277	33192	37727494	38514247	202.87
41562	2	1379175209	231075	189028	0.818038	4945715	35706	37727494	38348972	202.875
41565	1	1379379310	171286	140773	0.821858	3668743	24463	27959272	28548623	202.799
41565	2	1379379310	171286	140050	0.817638	3667104	26709	27959272	28403078	202.807
41578	1	1379552306	170284	139985	0.822069	3640275	24204	27823502	28411042	202.957
41578	2	1379552306	170284	139309	0.818095	3643656	26287	27823502	28276232	202.975
41661	1	1379653106	2279.99	1872.75	0.821382	49175	327	371739	380058	202.941
41661	2	1379653106	2279.99	1859.92	0.815755	48705	368	371739	377464	202.947
41667	1	1379779766	232827	191207	0.821242	4995962	33546	38077652	38847838	203.171
41667	2	1379779766	232827	190375	0.817669	4988496	36170	38077652	38677330	203.164
41677	1	1379999967	168733	138708	0.822058	3610970	24067	27516058	28108594	202.646
41677	2	1379999967	168733	138063	0.818232	3605576	26047	27516058	27976714	202.638
41687	1	1380172648	138245	113638	0.822006	2956222	19765	22528137	23010814	202.492
41687	2	1380172648	138245	113157	0.818521	2952882	21263	22528137	22910805	202.47
41766	1	1380377758	245656	201963	0.82214	5247691	35110	39998394	40870441	202.366
41766	2	1380377758	245656	201125	0.818729	5249443	37651	39998394	40695412	202.339
41775	1	1380589533	168514	138575	0.822336	3600693	24032	27416567	28020263	202.203
41775	2	1380589533	168514	137971	0.81875	3594052	25915	27416567	27893926	202.173
41786	1	1380762127	170014	139801	0.822289	3630415	24305	27632557	28241873	202.015
41786	2	1380762127	170014	139141	0.818408	3625999	26308	27632557	28109454	202.021
41867	1	1380908475	98282.8	80885.1	0.822984	2100583	13763	16024969	16379828	202.507
41867	2	1380908475	98282.8	80429.8	0.818351	2100043	15164	16024969	16289382	202.529
41870	1	1381001067	81748	67204.3	0.822091	1748843	11636	13341409	13624452	202.732
41870	2	1381001067	81748	66874.8	0.81806	1748890	12634	13341409	13556977	202.722
41871	1	1381075267	63782	52425.5	0.821949	1366924	9079	10409500	10632655	202.814
41871	2	1381075267	63782	52239.8	0.819037	1365501	9662	10409500	10595171	202.818
41878	1	1381194799	169052	138957	0.821979	3614653	24195	27550698	28144348	202.54
41878	2	1381194799	169052	138391	0.818628	3614902	25928	27550698	28028555	202.532
41888	1	1381291641	20066.5	16509.7	0.82275	428386	2841	3264820	3336677	202.104
41888	2	1381291641	20066.5	16421.4	0.818349	426279	3104	3264820	3318388	202.077
41891	1	1381377399	150161	123394	0.82175	3206345	21671	24444938	24958257	202.264
41891	2	1381377399	150161	122965	0.818888	3207321	22991	24444938	24870218	202.255
42052	1	1381577363	196767	161647	0.821517	4203508	28524	32026192	32698194	202.281
42052	2	1381577363	196767	160995	0.818204	4204008	30474	32026192	32565587	202.277
42055	1	1381694882	34612.7	28430.4	0.821386	740419	5042	5630876	5748122	202.183
42055	2	1381694882	34612.7	28342.1	0.818836	740345	5300	5630876	5730201	202.18
42058	1	1381799185	167690	137767	0.821556	3581771	24338	27270756	27842699	202.1
42058	2	1381799185	167690	137248	0.818465	3577832	25923	27270756	27739321	202.111
42067	1	1381937610	103344	84911.1	0.821633	2205811	14989	16799646	17150958	201.987
42067	2	1381937610	103344	84625.3	0.818868	2202415	15861	16799646	17093041	201.985
42086	1	1382030689	46568.7	38299.1	0.822422	994330	6633	7580700	7746304	202.258
42086	2	1382030689	46568.7	38101.9	0.818187	994930	7242	7580700	7708197	202.305
42161	1	1382099266	57058.6	46875.1	0.821527	1216770	8311	9271268	9462591	201.868
42161	2	1382099266	57058.6	46748.2	0.819302	1216505	8700	9271268	9436521	201.859
