[RunNo]	[DetNo]	[Date]	[Full Time]	[Live Time]	[VetoEff]	[AdMu]	[ShMu]	[WpMu]	[NetMu]	[muRate]
53021	1	1431392822	172417	147207	0.853787	2756487	23517	20973146	22237658	151.063
53021	2	1431392822	172417	146754	0.851157	2703042	24945	20973146	22170866	151.075
53031	1	1431504197	49886.7	42586.5	0.853664	799094	6828	6065652	6431191	151.015
53031	2	1431504197	49886.7	42468.6	0.851301	781114	7193	6065652	6413069	151.007
53041	1	1431584824	46366.4	39554.2	0.85308	743409	6391	7082745	5985540	151.325
53041	2	1431584824	46366.4	39413.4	0.850042	726377	6845	7082745	5963529	151.307
53050	1	1431636401	29068.5	24840.8	0.85456	464570	3888	4435827	3754099	151.126
53050	2	1431636401	29068.5	24722.5	0.85049	456000	4257	4435827	3736661	151.144
53131	1	1431785908	249433	213303	0.855151	3992118	33007	34065006	32235312	151.125
53131	2	1431785908	249433	212320	0.851211	3911996	36005	34065006	32088483	151.133
53140	1	1431996848	167468	143229	0.855262	2681703	22048	20370931	21649399	151.152
53140	2	1431996848	167468	142464	0.850694	2626785	24395	20370931	21533268	151.149
53146	1	1432148979	135656	115737	0.853164	2175156	18708	20685159	17483917	151.066
53146	2	1432148979	135656	115448	0.851034	2127548	19667	20685159	17441197	151.074
53247	1	1432438859	149670	127751	0.853555	2392508	20557	18117079	19263401	150.788
53247	2	1432438859	149670	127425	0.851377	2347081	21589	18117079	19214777	150.793
53257	1	1432602418	171601	146520	0.853839	2742947	23392	20788264	22105388	150.87
53257	2	1432602418	171601	146041	0.85105	2692341	24895	20788264	22033853	150.874
53270	1	1432779334	149021	127170	0.853371	2384120	20555	22681740	19190470	150.904
53270	2	1432779334	149021	126847	0.8512	2336630	21557	22681740	19142818	150.913
53438	1	1433002932	230898	197008	0.853226	3688577	31777	35197353	29786637	151.195
53438	2	1433002932	230898	196454	0.850825	3614844	33571	35197353	29702078	151.191
53444	1	1433207512	170804	145611	0.852501	2729831	23860	20789548	22033411	151.317
53444	2	1433207512	170804	145312	0.850752	2676824	24771	20789548	21990422	151.332
53454	1	1433379262	169706	144806	0.853277	2714389	23271	20687098	21934788	151.477
53454	2	1433379262	169706	144394	0.850849	2658833	24580	20687098	21872458	151.478
53539	1	1433602299	246042	209709	0.852331	3939681	34393	30031791	31806608	151.67
53539	2	1433602299	246042	209248	0.850455	3858920	35849	30031791	31733301	151.654
53548	1	1433812621	171717	146398	0.852554	2745496	23856	20991055	22216314	151.753
53548	2	1433812621	171717	146198	0.851391	2692411	24554	20991055	22184784	151.745
53561	1	1433912422	4596.27	3909.94	0.850678	74100	656	562483	594492	152.046
53561	2	1433912422	4596.27	3911.97	0.85112	72431	655	562483	594650	152.008
53562	1	1433917203	4622.47	3957.54	0.856152	74192	596	565096	601348	151.95
53562	2	1433917203	4622.47	3923.15	0.848713	72583	699	565096	595551	151.804
53563	1	1433995107	146273	124726	0.85269	2338834	20273	17888850	18934079	151.806
53563	2	1433995107	146273	124507	0.851197	2293705	20969	17888850	18899885	151.797
53645	1	1434204590	247830	211438	0.853157	3970930	33936	30327378	32115960	151.893
53645	2	1434204590	247830	210638	0.849926	3886660	36494	30327378	31993373	151.888
53656	1	1434416906	142251	121299	0.852712	2281337	19630	17419702	18436737	151.994
53656	2	1434416906	142251	120897	0.849887	2234106	20892	17419702	18374942	151.988
53663	1	1434589374	166745	142197	0.852785	2676311	22921	20455803	21644065	152.211
53663	2	1434589374	166745	141722	0.849933	2620460	24385	20455803	21574872	152.234
53744	1	1434809048	238657	203421	0.852356	3829485	33133	29270568	30952008	152.157
53744	2	1434809048	238657	202900	0.850175	3749407	34782	29270568	30874624	152.166
53753	1	1435021567	172086	146671	0.852311	2758633	23927	21114955	22321638	152.189
53753	2	1435021567	172086	146427	0.850891	2702785	24721	21114955	22284504	152.189
53762	1	1435194389	168765	143911	0.852726	2705620	23305	20688341	21885406	152.076
53762	2	1435194389	168765	143501	0.850301	2648882	24563	20688341	21820722	152.059
53931	1	1435421790	236647	201788	0.852694	3791518	32598	29027737	30694789	152.114
53931	2	1435421790	236647	201228	0.850329	3712400	34409	29027737	30606832	152.1
53940	1	1435624723	167655	142946	0.85262	2685887	23173	20567884	21750646	152.16
53940	2	1435624723	167655	142557	0.850299	2634160	24413	20567884	21692881	152.17
53949	1	1435797425	170864	145776	0.853171	2740999	23253	20986199	22205512	152.326
53949	2	1435797425	170864	145242	0.850045	2683038	24930	20986199	22121142	152.305
54030	1	1436018160	249175	212438	0.852565	3998139	34356	30602698	32358727	152.321
54030	2	1436018160	249175	211902	0.850413	3916042	36110	30602698	32276265	152.317
54041	1	1436228871	171090	145741	0.851837	2752818	23830	21057987	22249524	152.665
54041	2	1436228871	171090	145356	0.849589	2695411	25108	21057987	22191257	152.668
54050	1	1436402549	165882	141360	0.852173	2667279	22990	20426081	21581964	152.674
54050	2	1436402549	165882	141066	0.850404	2613815	23965	20426081	21536219	152.667
54135	1	1436578371	145187	123783	0.852573	2332465	19972	17839933	18863710	152.393
54135	2	1436578371	145187	123355	0.849625	2282517	21348	17839933	18798653	152.395
54146	1	1436713326	63316.4	53995.9	0.852794	1015500	8671	7786034	8233257	152.479
54146	2	1436713326	63316.4	53807.3	0.849815	997944	9262	7786034	8204722	152.484
54156	1	1436832198	171730	146379	0.852378	2757860	23721	21109416	22310701	152.418
54156	2	1436832198	171730	146033	0.850364	2701278	24885	21109416	22258179	152.419
54166	1	1437007162	174147	148477	0.852597	2796661	23951	21415009	22639578	152.479
54166	2	1437007162	174147	148046	0.850124	2741606	25312	21415009	22573615	152.477
54250	1	1437227865	247010	210804	0.853423	3965789	33402	30371274	32139136	152.46
54250	2	1437227865	247010	209850	0.849563	3888900	36334	30371274	31993367	152.458
54262	1	1437440994	171313	146234	0.853602	2745673	23109	21016464	22246602	152.131
54262	2	1437440994	171313	145768	0.850882	2690138	24641	21016464	22174357	152.121
54269	1	1437613618	172009	146728	0.853025	2754737	23497	21138330	22351860	152.336
54269	2	1437613618	172009	146209	0.850012	2704265	25133	21138330	22270977	152.322
54435	1	1437840976	232538	198389	0.853147	3729685	31625	28585768	30230324	152.379
54435	2	1437840976	232538	197688	0.850132	3655826	33875	28585768	30124314	152.383
54448	1	1438003339	87914.8	75022.4	0.853353	1409905	11899	10807973	11431419	152.373
54448	2	1438003339	87914.8	74779.1	0.850586	1379999	12683	10807973	11395517	152.389
54866	1	1439152634	69488.9	59212.7	0.852117	1116831	9610	8567614	9049075	152.823
54866	2	1439152634	69488.9	59169.1	0.851491	1094391	9789	8567614	9041776	152.812
54876	1	1439264575	153893	131071	0.851701	2472825	21521	23716273	20015304	152.706
54876	2	1439264575	153893	130987	0.851154	2422586	21825	23716273	20004008	152.718
54886	1	1439427969	170989	145734	0.852298	2744866	23649	26347080	22234339	152.568
54886	2	1439427969	170989	145552	0.851235	2688310	24301	26347080	22205457	152.56
54970	1	1439648291	252448	215069	0.851935	4053098	35183	38890829	32799116	152.505
54970	2	1439648291	252448	214910	0.851307	3964043	35826	38890829	32777144	152.515
54976	1	1439860513	170812	145650	0.852691	2740907	23498	21013182	22203536	152.445
54976	2	1439860513	170812	145416	0.851323	2681296	24246	21013182	22168242	152.447
54985	1	1440032591	171281	145934	0.852019	2750270	23832	21059528	22245655	152.436
54985	2	1440032591	171281	145644	0.850323	2693864	24839	21059528	22200250	152.428
55154	1	1440259703	236007	201096	0.852074	3793944	32752	29088970	30718068	152.754
55154	2	1440259703	236007	200867	0.851107	3713773	33520	29088970	30685605	152.766
55162	1	1440464135	158575	135174	0.852431	2545629	21879	19516682	20623727	152.572
55162	2	1440464135	158575	135000	0.851335	2496209	22473	19516682	20595476	152.559
55171	1	1440636661	172527	147025	0.852189	2768455	23915	21226538	22421239	152.499
55171	2	1440636661	172527	146883	0.851365	2711817	24444	21226538	22400566	152.506
55252	1	1440857164	249566	212722	0.852366	4006964	34457	30733640	32466499	152.624
55252	2	1440857164	249566	212375	0.850976	3925624	35627	30733640	32410821	152.611
55261	1	1441069554	172421	146968	0.852382	2769244	23806	21226799	22422791	152.569
55261	2	1441069554	172421	146861	0.851761	2711422	24206	21226799	22407590	152.577
55270	1	1441238728	164322	140175	0.853051	2633488	22410	20209313	21366939	152.431
55270	2	1441238728	164322	139938	0.851607	2578340	23204	20209313	21331232	152.434
55384	1	1441463424	248748	212036	0.852412	3989288	34344	30615883	32330999	152.479
55384	2	1441463424	248748	211814	0.851519	3901827	35181	30615883	32297245	152.479
55393	1	1441674308	171119	145893	0.852582	2741111	23539	21066351	22254217	152.538
55393	2	1441674308	171119	145495	0.850254	2686814	24830	21066351	22191128	152.522
55402	1	1441847053	171648	146355	0.852649	2750949	23629	21097954	22301525	152.379
55402	2	1441847053	171648	146139	0.851391	2696952	24345	21097954	22267715	152.373
55519	1	1442071922	258438	220429	0.852925	4139847	35374	31781488	33586029	152.367
55519	2	1442071922	258438	220050	0.851459	4055476	36692	31781488	33527743	152.364
55525	1	1442284221	155110	132298	0.85293	2486910	21171	23881046	20163255	152.408
55525	2	1442284221	155110	132023	0.851154	2435027	22106	23881046	20121400	152.409
55540	1	1442452113	170379	145375	0.853245	2728287	23180	23469667	22125894	152.199
55540	2	1442452113	170379	145136	0.851842	2674050	24020	23469667	22090463	152.205
55744	1	1442680340	234577	200194	0.853427	3755610	31816	28808966	30475439	152.229
55744	2	1442680340	234577	199577	0.850797	3684860	33796	28808966	30381262	152.228
55753	1	1442861470	125664	107158	0.852737	2013350	17320	15419713	16299639	152.108
55753	2	1442861470	125664	107028	0.851703	1967758	17801	15419713	16277536	152.087
55768	1	1443056924	169473	144561	0.852999	2709843	23231	20800564	21986910	152.095
55768	2	1443056924	169473	144170	0.850697	2657427	24454	20800564	21926603	152.088
55884	1	1443239970	172896	147627	0.853851	2767570	23224	26574142	22460021	152.14
55884	2	1443239970	172896	147217	0.851478	2710085	24566	26574142	22399049	152.15
55891	1	1443373264	52172.9	44564.1	0.854162	834930	6987	6401208	6777275	152.079
55891	2	1443373264	52172.9	44370.7	0.850455	819479	7569	6401208	6747340	152.067
55900	1	1443488513	150502	128403	0.853166	2411119	20498	18509113	19567269	152.389
55900	2	1443488513	150502	128057	0.850868	2360422	21593	18509113	19513324	152.379
55912	1	1443610266	46129.3	39412.6	0.854394	736982	6121	5663833	5994622	152.099
55912	2	1443610266	46129.3	39287	0.851673	723387	6525	5663833	5975803	152.106
55920	1	1443697041	99650.6	85104.4	0.854028	1594034	13374	12222977	12935984	152.001
55920	2	1443697041	99650.6	84782.7	0.8508	1561041	14401	12222977	12888829	152.022
56037	1	1443881407	230963	197194	0.853789	3696397	31050	34819743	30003465	152.152
56037	2	1443881407	230963	196678	0.851557	3624468	32760	34819743	29923392	152.144
56049	1	1444095891	168019	143262	0.852656	2683004	23224	22757056	21765907	151.93
56049	2	1444095891	168019	143226	0.852442	2629756	23456	22757056	21759886	151.927
56058	1	1444266375	170894	145831	0.853343	2734109	23269	20939067	22151586	151.899
56058	2	1444266375	170894	145391	0.850765	2676340	24733	20939067	22082771	151.885
56172	1	1444409686	90212.9	76977	0.853282	1442580	12348	11030706	11675207	151.671
56172	2	1444409686	90212.9	76833.2	0.851687	1413114	12800	11030706	11651603	151.648
56176	1	1444491990	70297.6	59946.3	0.852751	1125203	9716	8594702	9091620	151.663
56176	2	1444491990	70297.6	59772.4	0.850277	1101700	10270	8594702	9063448	151.633
56177	1	1444570440	82758.6	70623.2	0.853365	1320538	11340	10146785	10708305	151.626
56177	2	1444570440	82758.6	70442.8	0.851185	1295355	11906	10146785	10680670	151.622
56183	1	1444698623	169962	145239	0.854535	2710612	22705	20784028	21992985	151.426
56183	2	1444698623	169962	144765	0.851745	2656665	24182	20784028	21921538	151.429
56192	1	1444871530	171595	146548	0.854037	2740783	23115	21068253	22228364	151.679
56192	2	1444871530	171595	145987	0.850766	2686468	24847	21068253	22142739	151.676
56394	1	1445099492	235889	201497	0.854202	3772751	31606	28938647	30581699	151.773
56394	2	1445099492	235889	200844	0.851436	3695397	33664	28938647	30485288	151.786
56403	1	1445302759	169331	144593	0.853907	2711903	22817	20789810	21974946	151.978
56403	2	1445302759	169331	144209	0.851637	2657052	24012	20789810	21916712	151.979
56412	1	1445405784	35529.1	30359.2	0.85449	567675	4721	4351539	4611031	151.882
56412	2	1445405784	35529.1	30236	0.851023	556924	5101	4351539	4592040	151.873
56419	1	1445536947	51279.7	43769.9	0.853553	819666	6979	6280141	6640698	151.718
56419	2	1445536947	51279.7	43648	0.851176	801480	7386	6280141	6621783	151.709
56538	1	1445654199	167888	143276	0.853398	2683699	22888	20628046	21744428	151.767
56538	2	1445654199	167888	142948	0.851449	2627072	23967	20628046	21697078	151.783
56540	1	1445780436	82232.8	70206.6	0.853753	1311788	11153	10079790	10640610	151.561
56540	2	1445780436	82232.8	70054.6	0.851905	1287042	11670	10079790	10616842	151.551
56546	1	1445832951	21333.4	18201.1	0.853171	340462	2940	2608929	2758589	151.562
56546	2	1445832951	21333.4	18147.6	0.850667	334058	3102	2608929	2750079	151.539
56556	1	1445875713	57711.9	49221.3	0.852879	920355	7938	7080976	7478419	151.935
56556	2	1445875713	57711.9	49130.1	0.851299	901877	8272	7080976	7464566	151.935
56560	1	1445951120	84780.8	72375.2	0.853674	1355290	11498	10380876	10981268	151.727
56560	2	1445951120	84780.8	72176.5	0.85133	1324665	12156	10380876	10950993	151.725
56566	1	1446080706	170153	145107	0.852805	2717654	23500	20864202	22041604	151.899
56566	2	1446080706	170153	144817	0.851102	2661546	24417	20864202	22000455	151.919
56682	1	1446181523	10983.7	9379.29	0.853927	174995	1481	1342846	1421161	151.521
56682	2	1446181523	10983.7	9359.24	0.852102	172055	1556	1342846	1417977	151.506
56690	1	1446271118	163365	139428	0.853474	2608900	22265	20008151	21159129	151.757
56690	2	1446271118	163365	139134	0.851674	2554668	23223	20008151	21114498	151.757
56693	1	1446389764	71923.2	61312.2	0.852468	1147883	10034	9730960	9301063	151.7
56693	2	1446389764	71923.2	61242.2	0.851494	1123214	10270	9730960	9289957	151.692
56699	1	1446512290	169593	144737	0.853442	2711416	23137	20765154	21965586	151.762
56699	2	1446512290	169593	144419	0.851566	2653882	24173	20765154	21917999	151.766
56709	1	1446684841	171264	146143	0.853323	2736440	23380	26258285	22179706	151.767
56709	2	1446684841	171264	145849	0.851606	2679899	24364	26258285	22135442	151.77
56823	1	1446903599	247881	211585	0.853574	3954891	33778	30319431	32072266	151.581
56823	2	1446903599	247881	211049	0.85141	3871158	35570	30319431	31992682	151.589
56832	1	1447116984	172783	147365	0.852887	2754412	23896	21129711	22332561	151.546
56832	2	1447116984	172783	147086	0.851276	2701125	24826	21129711	22294183	151.572
56841	1	1447290547	169059	144328	0.853713	2698120	22944	20673878	21877702	151.583
56841	2	1447290547	169059	143989	0.851711	2643252	24061	20673878	21827474	151.591
57045	1	1447516935	234693	200149	0.852813	3752345	32366	28737792	30381990	151.797
57045	2	1447516935	234693	199825	0.851434	3670855	33532	28737792	30331809	151.792
57052	1	1447647483	24372.1	20789.1	0.852986	388935	3351	2979926	3151479	151.593
57052	2	1447647483	24372.1	20753.6	0.851529	381385	3488	2979926	3146024	151.59
57058	1	1447739430	137251	117121	0.853336	2192291	18799	20996573	17747927	151.535
57058	2	1447739430	137251	116921	0.851882	2144392	19468	20996573	17717103	151.53
57061	1	1447894734	169104	144344	0.85358	2698472	23064	20660143	21877269	151.564
57061	2	1447894734	169104	143853	0.850678	2643825	24598	20660143	21804195	151.573
57180	1	1448114593	252205	215141	0.853042	4035202	34672	30853935	32652162	151.771
57180	2	1448114593	252205	214566	0.850763	3950179	36505	30853935	32564709	151.77
57193	1	1448326926	171097	146003	0.853334	2731000	23416	23289835	22132820	151.592
57193	2	1448326926	171097	145721	0.851687	2673714	24390	23289835	22092115	151.606
57202	1	1448499532	172178	147023	0.8539	2746319	23321	21030228	22268711	151.464
57202	2	1448499532	172178	146779	0.852485	2689874	24121	21030228	22230380	151.455
57304	1	1448718937	251649	214827	0.853678	4014929	34298	30709369	32511883	151.34
57304	2	1448718937	251649	214356	0.851805	3927138	35847	30709369	32439974	151.337
57313	1	1448892415	94085.1	80244.3	0.852891	1498718	13021	11485330	12148644	151.396
57313	2	1448892415	94085.1	80132.1	0.851699	1469803	13445	11485330	12132350	151.404
57509	1	1449233955	72037.5	61469.2	0.853294	1149432	9898	8788451	9303786	151.357
57509	2	1449233955	72037.5	61369.2	0.851906	1125029	10239	8788451	9288089	151.348
57578	1	1449536514	170049	145020	0.852811	2720745	23486	20802469	22006904	151.751
57578	2	1449536514	170049	144730	0.851109	2664120	24478	20802469	21962884	151.75
57656	1	1449709551	163366	139347	0.852975	2614123	22495	19992009	21144993	151.743
57656	2	1449709551	163366	139025	0.850999	2560328	23528	19992009	21095099	151.736
57873	1	1449939637	239169	204101	0.853376	3822078	32736	29215590	30927776	151.532
57873	2	1449939637	239169	203655	0.851512	3741578	34191	29215590	30859842	151.53
57883	1	1450064436	2643.32	2250.45	0.85137	42509	373	323279	341391	151.699
57883	2	1450064436	2643.32	2243.34	0.848682	41354	400	323279	340482	151.775
57885	1	1450148792	164147	140107	0.853545	2620454	22410	20047270	21226044	151.499
57885	2	1450148792	164147	139726	0.851221	2568022	23614	20047270	21166807	151.488
57898	1	1450316483	165175	140875	0.852882	2636574	22847	20162371	21336487	151.457
57898	2	1450316483	165175	140594	0.85118	2585850	23790	20162371	21289203	151.423
58015	1	1450537594	248888	212462	0.853647	3965802	34005	30347039	32129046	151.222
58015	2	1450537594	248888	211832	0.851113	3885046	36031	30347039	32031797	151.214
58046	1	1450747855	169001	144327	0.854	2690584	22961	20588767	21808411	151.104
58046	2	1450747855	169001	143884	0.851376	2636006	24374	20588767	21741983	151.108
58115	1	1450901338	137246	117183	0.853817	2186826	18706	16710221	17698552	151.034
58115	2	1450901338	137246	116734	0.85055	2140604	20153	16710221	17627750	151.007
58252	1	1451146158	237759	202921	0.853472	3794083	32517	29003968	30705634	151.318
58252	2	1451146158	237759	202405	0.851301	3713444	34219	29003968	30627117	151.316
58264	1	1451269153	7640.86	6506.47	0.851536	122413	1078	1170039	986091	151.555
58264	2	1451269153	7640.86	6514.49	0.852585	120040	1066	1170039	987579	151.597
58464	1	1451956565	170615	145644	0.853645	2727711	23164	20843334	22068613	151.524
58464	2	1451956565	170615	145253	0.851352	2667847	24456	20843334	22008948	151.521
58498	1	1452128795	172523	147265	0.853597	2759140	23455	21094347	22333090	151.652
58498	2	1452128795	172523	146718	0.850428	2700772	25168	21094347	22249661	151.649
58761	1	1452355357	187684	160126	0.853169	2998650	25789	22939298	24274970	151.599
58761	2	1452355357	187684	159858	0.851742	2937704	26676	22939298	24232066	151.585
58771	1	1452560366	174134	148568	0.853183	2779667	23920	21266131	22504379	151.476
58771	2	1452560366	174134	148128	0.850654	2722332	25347	21266131	22438459	151.481
58781	1	1452733929	172516	147258	0.853593	2755991	23503	21056218	22299044	151.428
58781	2	1452733929	172516	146826	0.85109	2700146	24869	21056218	22233914	151.43
58906	1	1452953722	248232	211966	0.8539	3964094	33686	30305317	32095170	151.417
58906	2	1452953722	248232	211293	0.851191	3880532	35773	30305317	31995727	151.428
58914	1	1453079653	763.122	650.083	0.851873	12214	108	117032	98918	152.162
58914	2	1453079653	763.122	645.482	0.845844	12037	119	117032	98171	152.089
59156	1	1453945405	166249	141900	0.853542	2655197	22632	20324270	21494937	151.479
59156	2	1453945405	166249	141573	0.851573	2598819	23776	20324270	21443911	151.469
59280	1	1454084686	93107	79419.6	0.852992	1485583	12902	11352526	12013461	151.266
59280	2	1454084686	93107	79250.6	0.851177	1456512	13406	11352526	11989888	151.291
59293	1	1454142417	101.423	85.9409	0.847351	1694	15	12482	13094	152.36
59293	2	1454142417	101.423	85.2873	0.840906	1547	17	12482	13009	152.532
59296	1	1454215969	139828	119397	0.853884	2225985	19032	19155787	18036681	151.065
59296	2	1454215969	139828	118995	0.851007	2182815	20329	19155787	17978774	151.089
59302	1	1454374317	174655	149322	0.854955	2778741	23331	22421336	22530080	150.882
59302	2	1454374317	174655	148872	0.852378	2720331	24732	22421336	22463956	150.894
59313	1	1454478463	27455.4	23461.1	0.854516	437223	3716	3336455	3536216	150.727
59313	2	1454478463	27455.4	23387.1	0.851822	427852	3932	3336455	3525771	150.757
59326	1	1454570136	128112	109427	0.85415	2038966	17380	15585827	16523814	151.003
59326	2	1454570136	128112	109188	0.85228	1994718	18165	15585827	16487162	150.998
59516	1	1454777541	224805	192053	0.85431	3577961	30353	27358162	29006491	151.034
59516	2	1454777541	224805	191371	0.851276	3506589	32493	27358162	28902739	151.03
59535	1	1454980216	171485	146454	0.854033	2727445	23297	20873319	22116571	151.014
59535	2	1454980216	171485	145987	0.851311	2673117	24744	20873319	22047694	151.025
59547	1	1455132253	125144	106935	0.854493	1997897	16760	15262201	16186378	151.367
59547	2	1455132253	125144	106561	0.851509	1956609	17942	15262201	16129512	151.364
59552	1	1455222730	31642.2	27042.1	0.854622	505057	4231	3859634	4091821	151.313
59552	2	1455222730	31642.2	26940.7	0.851418	494443	4539	3859634	4078101	151.373
59660	1	1455374856	245194	209430	0.854141	3901903	33295	29784507	31579604	150.788
59660	2	1455374856	245194	208843	0.851745	3825078	35216	29784507	31488604	150.776
59669	1	1455584620	166123	141887	0.85411	2638015	22588	20191114	21392534	150.772
59669	2	1455584620	166123	141409	0.85123	2587489	24108	20191114	21321962	150.783
59680	1	1455757358	167336	142891	0.853914	2667300	22758	20368608	21586995	151.074
59680	2	1455757358	167336	142482	0.851474	2614079	24052	20368608	21524439	151.067
59803	1	1455978916	247088	210873	0.853435	3944606	33868	30155352	31923444	151.387
59803	2	1455978916	247088	210337	0.851263	3861740	35569	30155352	31845334	151.402
59818	1	1456192031	170258	145354	0.85373	2713146	23226	25992196	21977841	151.202
59818	2	1456192031	170258	144866	0.850863	2659018	24779	25992196	21902990	151.195
59827	1	1456363868	168642	143999	0.853876	2685954	22963	20523799	21745461	151.011
59827	2	1456363868	168642	143593	0.851469	2630283	24290	20523799	21683626	151.007
59942	1	1456583296	248487	212139	0.853721	3957884	33854	30337995	32116662	151.395
59942	2	1456583296	248487	211561	0.851395	3879576	35647	30337995	32030206	151.4
59953	1	1456794453	168832	144011	0.852984	2694249	23289	20653140	21846515	151.7
59953	2	1456794453	168832	143669	0.85096	2638709	24378	20653140	21794784	151.701
60009	1	1456968984	168330	143630	0.853265	2688711	23024	20588399	21783860	151.667
60009	2	1456968984	168330	143239	0.850942	2631910	24302	20588399	21726402	151.68
60210	1	1457196036	231615	197730	0.853703	3696206	31522	28897058	29959107	151.515
60210	2	1457196036	231615	197246	0.851613	3620130	33058	28897058	29887013	151.521
60221	1	1457398974	170383	145483	0.853857	2717373	23028	20859679	22043524	151.52
60221	2	1457398974	170383	145077	0.851475	2663293	24380	20859679	21982618	151.524
60230	1	1457571426	172554	147282	0.853541	2752384	23586	21311151	22305985	151.451
60230	2	1457571426	172554	146857	0.851075	2693785	24906	21311151	22243201	151.462
60344	1	1457783628	223439	190839	0.854098	3563108	30113	27290627	28913375	151.507
60344	2	1457783628	223439	190204	0.851254	3490818	32133	27290627	28818257	151.513
60351	1	1457911626	13400.4	11426.3	0.852682	214049	1860	1636396	1731089	151.501
60351	2	1457911626	13400.4	11407.7	0.851295	208243	1915	1636396	1727980	151.475
60360	1	1458005658	171654	146630	0.854216	2732254	23187	20922977	22173464	151.221
60360	2	1458005658	171654	146099	0.851124	2677500	24826	20922977	22091621	151.21
60371	1	1458178434	168849	144098	0.853412	2690347	23161	20589857	21798210	151.274
60371	2	1458178434	168849	143790	0.851591	2632773	24185	20589857	21752577	151.28
60486	1	1458344394	142197	121386	0.853649	2269717	19376	17357477	18385056	151.459
60486	2	1458344394	142197	121016	0.851047	2220548	20532	17357477	18329929	151.467
60491	1	1458473193	98187.1	83783	0.853299	1565393	13447	13268650	12693553	151.505
60491	2	1458473193	98187.1	83610.8	0.851545	1533622	14029	13268650	12667700	151.508
60498	1	1458568515	81094.4	69254.8	0.854002	1293433	10967	9903787	10488224	151.444
60498	2	1458568515	81094.4	68983.3	0.850654	1265292	11804	9903787	10448328	151.462
60502	1	1458654630	80994.8	69101	0.853154	1291984	11122	9883736	10460792	151.384
60502	2	1458654630	80994.8	68883.7	0.85047	1263033	11879	9883736	10427932	151.385
60511	1	1458782714	161613	137961	0.853653	2576242	22031	24669243	20874920	151.31
60511	2	1458782714	161613	137684	0.851936	2523160	22967	24669243	20834508	151.321
60599	1	1459005986	240960	205607	0.853284	3846372	32957	29471321	31194094	151.717
60599	2	1459005986	240960	205113	0.851234	3766750	34593	29471321	31116797	151.706
60644	1	1459217461	163157	139379	0.854259	2601034	21918	22030510	21102076	151.401
60644	2	1459217461	163157	138864	0.851108	2548994	23545	22030510	21023131	151.393
60653	1	1459386951	170763	145755	0.853552	2719495	23331	23382042	22067793	151.403
60653	2	1459386951	170763	145364	0.851262	2663390	24583	23382042	22009186	151.407
60855	1	1459525411	53466.3	45716.5	0.855052	852837	7070	6882941	6918999	151.346
60855	2	1459525411	53466.3	45495.1	0.850911	835280	7758	6882941	6885948	151.356
60867	1	1459667392	127963	109355	0.854583	2040066	17067	15636702	16574437	151.565
60867	2	1459667392	127963	108945	0.851374	2000072	18352	15636702	16511194	151.556
60872	1	1459819107	168881	144314	0.854535	2696338	22525	20639506	21875871	151.585
60872	2	1459819107	168881	143740	0.851134	2638722	24333	20639506	21789490	151.59
60881	1	1459956994	101111	86381	0.854323	1614925	13558	12520415	13095758	151.605
60881	2	1459956994	101111	86092.9	0.851473	1580165	14476	12520415	13051378	151.596
61005	1	1460252277	162633	138924	0.854221	2596804	21801	19895318	21080701	151.742
61005	2	1460252277	162633	138411	0.851062	2545072	23427	19895318	21000601	151.727
61016	1	1460423507	168725	144237	0.854864	2695245	22327	20643010	21880527	151.698
61016	2	1460423507	168725	143527	0.850657	2636075	24499	20643010	21775666	151.718
61026	1	1460596101	143107	122232	0.854133	2281236	19263	17499715	18534141	151.631
61026	2	1460596101	143107	121820	0.851256	2236738	20553	17499715	18471323	151.628
61150	1	1460763584	125418	107124	0.854135	1999134	16908	15327570	16226342	151.472
61150	2	1460763584	125418	106751	0.851159	1959712	18080	15327570	16167252	151.448
61162	1	1461031143	159881	136603	0.854404	2550548	21377	19549143	20715529	151.648
61162	2	1461031143	159881	135999	0.850628	2499440	23274	19549143	20621839	151.632
61174	1	1461199732	170102	145293	0.854148	2716555	22823	20819829	22053291	151.785
61174	2	1461199732	170102	144732	0.850849	2662894	24533	20819829	21967396	151.78
61291	1	1461420831	249404	212891	0.853598	3981841	33891	30609191	32319059	151.811
61291	2	1461420831	249404	212288	0.851184	3901782	35803	30609191	32225398	151.8
61330	1	1461633013	169145	144308	0.853163	2702627	23192	20704376	21905901	151.8
61330	2	1461633013	169145	143968	0.851156	2646508	24314	20704376	21851606	151.781
61353	1	1461805310	168238	143650	0.85385	2684196	22778	23100210	21801257	151.766
61353	2	1461805310	168238	143336	0.851981	2630064	23774	23100210	21754434	151.773
61532	1	1462040523	219186	187029	0.853289	3500558	29946	26831999	28387770	151.783
61532	2	1462040523	219186	186537	0.851048	3425602	31563	26831999	28311116	151.772
61578	1	1462220903	136281	116369	0.853886	2176321	18429	16672265	17655468	151.72
61578	2	1462220903	136281	116038	0.851464	2131386	19473	16672265	17603566	151.705
61584	1	1462415226	140073	119605	0.853873	2236881	18927	17146942	18157133	151.81
61584	2	1462415226	140073	119305	0.851734	2190826	19849	17146942	18110932	151.803
61744	1	1462630748	244981	209134	0.853673	3913769	33177	30004767	31766315	151.895
61744	2	1462630748	244981	208709	0.851938	3835255	34600	30004767	31703527	151.903
61759	1	1462844083	131767	112530	0.854006	2107074	17679	20202791	17084668	151.823
