[RunNo]	[DetNo]	[Date]	[Full Time]	[Live Time]	[VetoEff]	[AdMu]	[ShMu]	[WpMu]	[NetMu]	[muRate]
21821	2	1327160166	38996	38230.6	0.980373	78026	587	644835	776507	20.3111
21821	3	1327160166	38996	38258.1	0.981077	47113	625	644835	747082	19.5274
21825	1	1327238985	80120.2	78692.4	0.98218	98922	1053	1321696	1536686	19.5277
21825	2	1327238985	80120.2	78549.5	0.980396	163017	1191	1321696	1596390	20.3234
21825	3	1327238985	80120.2	78631	0.981414	97834	1213	1321696	1534173	19.511
21836	1	1327281807	3676.53	3610.2	0.981959	4880	50	59973	70169	19.4363
21836	2	1327281807	3676.53	3607.1	0.981117	7764	48	59973	72923	20.2165
21836	3	1327281807	3676.53	3608.74	0.981563	4503	55	59973	69763	19.3317
21837	1	1327301400	22748.4	22331	0.981652	27545	333	374115	434112	19.4399
21837	2	1327301400	22748.4	22314.5	0.980925	43980	320	374115	449647	20.1504
21837	3	1327301400	22748.4	22330.1	0.98161	27350	335	374115	434115	19.4408
21838	1	1327338187	48723	47827.9	0.981629	58929	715	802073	929984	19.4444
21838	2	1327338187	48723	47780.9	0.980665	99097	694	802073	968714	20.2741
21838	3	1327338187	48723	47824.3	0.981556	58131	728	802073	929316	19.4319
21842	1	1327408457	88417.5	86826.5	0.982006	106227	1221	1451627	1684157	19.3968
21842	2	1327408457	88417.5	86701	0.980586	182620	1277	1451627	1755872	20.2521
21842	3	1327408457	88417.5	86815.8	0.981886	105918	1248	1451627	1683739	19.3944
21846	1	1327462071	16228.8	15938.5	0.982111	19490	218	266949	310115	19.457
21846	2	1327462071	16228.8	15916.2	0.980736	34645	223	266949	324142	20.3656
21846	3	1327462071	16228.8	15930.5	0.981618	19891	237	266949	310254	19.4755
21852	2	1327508856	76332.3	74856.5	0.980666	158626	1079	1250966	1515993	20.252
21852	3	1327508856	76332.3	74927.7	0.981598	91829	1132	1250966	1452175	19.381
21857	1	1327586730	74048.9	72712.5	0.981952	88762	1041	1209461	1405304	19.3269
21857	2	1327586730	74048.9	72640.7	0.980982	139949	1045	1209461	1453742	20.0128
21857	3	1327586730	74048.9	72682.8	0.981551	86819	1128	1209461	1402650	19.2982
21867	1	1327669454	82102.7	80635.2	0.982125	98948	1121	1337633	1556119	19.2983
21867	2	1327669454	82102.7	80571.7	0.981352	147647	1114	1337633	1602388	19.8877
21867	3	1327669454	82102.7	80602.9	0.981733	96115	1213	1337633	1552654	19.263
21963	1	1327769560	54910.6	53924.4	0.98204	67063	759	895230	1042076	19.3247
21963	2	1327769560	54910.6	53888.9	0.981392	97596	748	895230	1071018	19.8746
21963	3	1327769560	54910.6	53920.8	0.981973	66538	769	895230	1041476	19.3149
21979	1	1327847770	77740.7	76352.9	0.982148	96883	1057	1259781	1469183	19.242
21979	2	1327847770	77740.7	76263.4	0.980997	148761	1105	1259781	1518132	19.9064
21979	3	1327847770	77740.7	76320.5	0.981732	94552	1151	1259781	1466281	19.2121
21988	1	1327921214	68223.2	67009.3	0.982207	85452	929	1096415	1281412	19.1229
21988	2	1327921214	68223.2	66906.4	0.980699	133464	1023	1096415	1326436	19.8252
21988	3	1327921214	68223.2	66972.5	0.981668	82804	1033	1096415	1278161	19.0849
21995	1	1327979115	10253.8	10073.9	0.982456	12432	135	164374	191785	19.0378
21995	2	1327979115	10253.8	10073.1	0.982378	15892	125	164374	195086	19.367
21995	3	1327979115	10253.8	10064.8	0.981566	12442	158	164374	191629	19.0396
22003	1	1327988034	6995.57	6871.55	0.982272	8658	96	111255	130256	18.9558
22003	2	1327988034	6995.57	6863.35	0.9811	13361	101	111255	134593	19.6104
22003	3	1327988034	6995.57	6865.46	0.981401	8517	112	111255	129844	18.9126
22004	1	1327995846	8139.59	7994.44	0.982167	10405	111	130538	152949	19.1319
22004	2	1327995846	8139.59	7985.25	0.981038	15659	116	130538	158000	19.7865
22004	3	1327995846	8139.59	7982.93	0.980753	9795	143	130538	152262	19.0735
22005	1	1328029723	59505.9	58470.6	0.982603	75134	757	951221	1114126	19.0545
22005	2	1328029723	59505.9	58391.7	0.981277	118974	805	951221	1155230	19.7841
22005	3	1328029723	59505.9	58427.1	0.981872	71567	880	951221	1109366	18.9872
22014	1	1328145371	170097	167090	0.98232	214976	2301	2708385	3172605	18.9874
22014	2	1328145371	170097	166873	0.981043	355720	2362	2708385	3305982	19.8114
22014	3	1328145371	170097	167016	0.981886	207447	2515	2708385	3164059	18.9446
22115	1	1328285729	63511.4	62376.1	0.982124	79251	866	1029180	1201600	19.2638
22115	2	1328285729	63511.4	62283	0.980659	127988	933	1029180	1247161	20.0241
22115	3	1328285729	63511.4	62364.3	0.981938	77164	904	1029180	1198942	19.2248
22124	1	1328323634	10772.4	10582	0.982321	13206	140	176244	204979	19.3706
22124	2	1328323634	10772.4	10564.7	0.98072	22093	154	176244	213124	20.1732
22124	3	1328323634	10772.4	10579.6	0.982098	12953	147	176244	204642	19.3432
22125	1	1328409297	159806	156883	0.981708	200056	2279	2633598	3064670	19.5347
22125	2	1328409297	159806	156757	0.980915	296561	2272	2633598	3156053	20.1335
22125	3	1328409297	159806	156844	0.98146	189221	2421	2633598	3053284	19.467
22134	1	1328491401	3837.27	3764.58	0.981056	4651	60	71535	74377	19.7571
22134	2	1328491401	3837.27	3764.49	0.981035	7036	52	71535	76665	20.3653
22134	3	1328491401	3837.27	3762.83	0.980602	4495	65	71535	74160	19.7086
22135	1	1328591015	145927	143321	0.982142	176680	1899	2432006	2821683	19.6879
22135	2	1328591015	145927	143101	0.980631	279195	2106	2432006	2916404	20.3801
22135	3	1328591015	145927	143228	0.981504	174719	2146	2432006	2817601	19.6722
22148	1	1328687917	40732.6	39994.3	0.981874	48674	554	682712	789977	19.7523
22148	2	1328687917	40732.6	39953.4	0.980872	66193	597	682712	806249	20.1797
22148	3	1328687917	40732.6	39964.7	0.981149	48889	631	682712	789531	19.7557
22152	1	1328771816	126926	124635	0.981948	143725	1728	2131983	2458115	19.7226
22152	2	1328771816	126926	124524	0.981079	207179	1789	2131983	2518341	20.2237
22152	3	1328771816	126926	124540	0.981204	152724	1934	2131983	2465757	19.7989
22254	1	1328893715	56940.1	55892.7	0.981606	65511	799	970724	1118063	20.0037
22254	2	1328893715	56940.1	55858.5	0.981004	97451	775	970724	1148278	20.5569
22254	3	1328893715	56940.1	55877.9	0.981346	69386	825	970724	1121262	20.0663
22263	1	1329008640	172275	169117	0.981667	198748	2362	2955861	3399998	20.1045
22263	2	1329008640	172275	168963	0.980778	282778	2462	2955861	3478913	20.5897
22263	3	1329008640	172275	168981	0.98088	208278	2674	2955861	3406465	20.1589
22272	1	1329129208	68291.3	67032	0.98156	79183	932	1184013	1361024	20.3041
22272	2	1329129208	68291.3	66990.6	0.980954	110227	931	1184013	1390234	20.7527
22272	3	1329129208	68291.3	66992.3	0.98098	82179	1025	1184013	1363446	20.3523
22273	1	1329172877	9065.33	8901.62	0.981941	10651	116	156267	179809	20.1996
22273	2	1329172877	9065.33	8893.2	0.981012	14079	126	156267	183232	20.6036
22273	3	1329172877	9065.33	8897.55	0.981492	10834	126	156267	180093	20.2407
22274	1	1329223486	88313.4	86699.4	0.981724	101565	1164	1540908	1766998	20.3807
22274	2	1329223486	88313.4	86606	0.980666	137265	1276	1540908	1800181	20.7859
22274	3	1329223486	88313.4	86631.7	0.980958	106610	1317	1540908	1770916	20.4419
22284	1	1329353331	170865	167701	0.981482	193258	2314	3015474	3449043	20.5667
22284	2	1329353331	170865	167536	0.98052	275611	2445	3015474	3525755	21.0447
22284	3	1329353331	170865	167574	0.980739	206947	2590	3015474	3460559	20.6509
22386	1	1329493377	53889.5	52894.6	0.981539	62482	709	955470	1094118	20.6849
22386	2	1329493377	53889.5	52838.1	0.980489	88716	764	955470	1118514	21.1687
22386	3	1329493377	53889.5	52848.7	0.980686	67510	809	955470	1097793	20.7724
22390	1	1329558461	48322.5	47440.1	0.981739	55881	610	858618	982952	20.7199
22390	2	1329558461	48322.5	47370.1	0.98029	78901	707	858618	1004079	21.1965
22390	3	1329558461	48322.5	47393.8	0.98078	60575	709	858618	986432	20.8135
22391	1	1329589075	11502.7	11286.6	0.98121	13450	159	204711	234358	20.7643
22391	2	1329589075	11502.7	11275.9	0.980281	18964	168	204711	239444	21.235
22391	3	1329589075	11502.7	11277.6	0.980427	14590	179	204711	235346	20.8685
22393	1	1329647047	104059	102105	0.981216	121926	1428	1860656	2127599	20.8374
22393	2	1329647047	104059	102028	0.980482	166857	1467	1860656	2169941	21.268
22393	3	1329647047	104059	102069	0.980869	132192	1480	1860656	2138382	20.9504
22402	1	1329785065	170426	167260	0.981424	196275	2262	3047307	3482486	20.8208
22402	2	1329785065	170426	167102	0.980496	261037	2437	3047307	3542369	21.1989
22402	3	1329785065	170426	167136	0.980699	215206	2505	3047307	3498923	20.9345
22411	1	1329958062	173417	170167	0.981257	197727	2354	3115532	3557229	20.9044
22411	2	1329958062	173417	170025	0.980438	255913	2519	3115532	3610975	21.2379
22411	3	1329958062	173417	169994	0.980261	227676	2692	3115532	3582530	21.0744
22513	1	1330102053	58065.3	56989.6	0.981474	66344	759	1042858	1189937	20.8799
22513	2	1330102053	58065.3	56937.5	0.980576	85259	827	1042858	1207253	21.2031
22513	3	1330102053	58065.3	56946.7	0.980735	73021	844	1042858	1196378	21.0087
22522	1	1330219719	176346	173038	0.981244	201400	2377	3185895	3633232	20.9967
22522	2	1330219719	176346	172922	0.980586	255781	2481	3185895	3683476	21.3014
22522	3	1330219719	176346	172908	0.980509	223378	2632	3185895	3651819	21.12
22531	1	1330393241	166567	163446	0.981259	187324	2180	3054056	3472899	21.248
22531	2	1330393241	166567	163319	0.9805	222493	2384	3054056	3503202	21.45
22531	3	1330393241	166567	163263	0.980163	210408	2563	3054056	3491623	21.3865
22539	1	1330563906	170995	167761	0.981087	195467	2314	3125876	3559789	21.2194
22539	2	1330563906	170995	167655	0.980471	232518	2456	3125876	3592327	21.4269
22539	3	1330563906	170995	167591	0.980096	218002	2666	3125876	3578193	21.3507
22640	1	1330705243	63286.5	62086.8	0.981043	73556	852	1160619	1322176	21.2956
22640	2	1330705243	63286.5	62052.5	0.980501	83008	907	1160619	1330655	21.444
22640	3	1330705243	63286.5	62054.4	0.980532	81637	909	1160619	1329242	21.4206
22649	1	1330824067	173735	170452	0.981103	203834	2312	3184369	3630880	21.3015
22649	2	1330824067	173735	170352	0.980526	227807	2491	3184369	3651072	21.4326
22649	3	1330824067	173735	170318	0.980334	223379	2587	3184369	3646267	21.4086
22658	1	1330997162	170134	166894	0.980955	199686	2302	3137805	3572996	21.4088
22658	2	1330997162	170134	166801	0.980411	221839	2461	3137805	3591764	21.5332
22658	3	1330997162	170134	166777	0.98027	218684	2531	3137805	3589129	21.5205
22667	1	1331164136	160960	157882	0.98088	190963	2227	2953542	3367868	21.3315
22667	2	1331164136	160960	157828	0.980544	216966	2272	2953542	3390824	21.4843
22667	3	1331164136	160960	157748	0.980045	210373	2494	2953542	3384214	21.4533
22764	1	1331280522	2247.02	2207.63	0.982471	2747	22	40959	46879	21.2349
22764	2	1331280522	2247.02	2205.63	0.981577	3035	26	40959	47188	21.3944
22764	3	1331280522	2247.02	2200.2	0.979164	2965	41	40959	46947	21.3376
22765	1	1331314480	55233.7	54197.6	0.981243	66218	731	1000092	1143425	21.0973
22765	2	1331314480	55233.7	54150.5	0.98039	79452	805	1000092	1155399	21.3368
22765	3	1331314480	55233.7	54162.4	0.980604	72177	799	1000092	1148739	21.2092
22774	1	1331443595	202540	198719	0.981135	244775	2706	3681817	4208216	21.1767
22774	2	1331443595	202540	198590	0.980496	286012	2894	3681817	4245078	21.3761
22774	3	1331443595	202540	198568	0.980388	262406	3027	3681817	4223226	21.2684
22785	1	1331617290	140012	137358	0.981045	169297	1905	2543199	2905864	21.1554
22785	2	1331617290	140012	137274	0.980446	204787	1994	2543199	2938882	21.4088
22785	3	1331617290	140012	137283	0.980509	173484	2082	2543199	2908342	21.185
22795	1	1331774234	170051	166858	0.981218	204944	2244	3085788	3528328	21.1457
22795	2	1331774234	170051	166736	0.980506	234710	2447	3085788	3554976	21.3209
22795	3	1331774234	170051	166730	0.980471	197239	2594	3085788	3517902	21.0993
22918	1	1332001011	235959	231532	0.981238	281541	3079	4305562	4917807	21.2403
22918	2	1332001011	235959	231412	0.980731	316502	3260	4305562	4947694	21.3804
22918	3	1332001011	235959	231330	0.98038	299601	3527	4305562	4930315	21.3129
22933	1	1332206800	167258	164092	0.981072	201004	2232	3059449	3494785	21.2977
22933	2	1332206800	167258	163996	0.9805	224509	2394	3059449	3514810	21.4322
22933	3	1332206800	167258	163981	0.98041	212972	2471	3059449	3504131	21.3691
22950	1	1332302689	18597.7	18246.7	0.981129	22693	247	338219	386704	21.193
22950	2	1332302689	18597.7	18235	0.980495	24973	270	338219	388734	21.3181
22950	3	1332302689	18597.7	18236.4	0.980573	22999	273	338219	387064	21.2248
22952	1	1332344938	61020.5	59863.9	0.981045	73512	827	1110613	1268586	21.1912
22952	2	1332344938	61020.5	59832.3	0.980527	81711	881	1110613	1275788	21.3227
22952	3	1332344938	61020.5	59830.3	0.980494	74446	909	1110613	1268825	21.2071
22955	1	1332378392	3590.27	3524.25	0.981611	4375	42	66195	75555	21.4386
22955	2	1332378392	3590.27	3522.43	0.981104	4806	45	66195	76006	21.5777
22955	3	1332378392	3590.27	3513.94	0.978739	4287	69	66195	75307	21.4309
22959	1	1332382121	3582.7	3517.82	0.98189	4269	40	65960	75189	21.3738
22959	2	1332382121	3582.7	3510.43	0.979827	4773	57	65960	75512	21.5108
22959	3	1332382121	3582.7	3507.7	0.979065	4297	66	65960	74924	21.3599
22960	1	1332386125	3993.02	3917.64	0.981123	4702	54	72516	82665	21.1007
22960	2	1332386125	3993.02	3912.99	0.979958	5241	64	72516	83061	21.227
22960	3	1332386125	3993.02	3915.78	0.980656	4699	59	72516	82560	21.0839
22965	1	1332391112	3589.58	3516.73	0.979705	4365	60	65860	75029	21.3349
22965	2	1332391112	3589.58	3524.77	0.981945	4771	38	65860	75641	21.4598
22965	3	1332391112	3589.58	3523.14	0.981489	4252	44	65860	75067	21.3069
22966	1	1332396850	7555	7413.98	0.981335	9114	96	137740	157492	21.2426
22966	2	1332396850	7555	7407.91	0.980531	10064	108	137740	158376	21.3793
22966	3	1332396850	7555	7407.08	0.980422	8923	114	137740	157285	21.2344
22971	1	1332407368	10394.4	10202.2	0.981513	12335	127	190306	217377	21.3068
22971	2	1332407368	10394.4	10185.2	0.979872	13919	165	190306	218390	21.442
22971	3	1332407368	10394.4	10179.6	0.979332	12522	185	190306	216860	21.3035
22975	1	1332415525	3735.37	3662.22	0.980416	4445	57	68005	77718	21.2216
22975	2	1332415525	3735.37	3660.63	0.97999	5036	59	68005	78205	21.3638
22975	3	1332415525	3735.37	3664.71	0.981083	4529	50	68005	77758	21.218
22977	1	1332418313	1284.21	1261.46	0.982286	1569	13	23528	26924	21.3435
22977	2	1332418313	1284.21	1261.21	0.98209	1772	13	23528	27076	21.4683
22977	3	1332418313	1284.21	1259.67	0.980892	1452	18	23528	26874	21.3342
22980	1	1332423073	2284.11	2242.05	0.981584	2744	28	41427	47395	21.1392
22980	2	1332423073	2284.11	2243.08	0.982037	3130	25	41427	47774	21.2984
22980	3	1332423073	2284.11	2240.12	0.980743	2691	33	41427	47341	21.1332
22982	1	1332425911	2711.6	2659.23	0.980687	3142	41	49214	55961	21.0441
22982	2	1332425911	2711.6	2664.67	0.982695	3603	25	49214	56438	21.1801
22982	3	1332425911	2711.6	2656.37	0.979632	3077	48	49214	55840	21.0212
22984	1	1332429720	3811.77	3734.74	0.979791	4569	64	69584	79370	21.2518
22984	2	1332429720	3811.77	3740.33	0.981259	5218	47	69584	80062	21.405
22984	3	1332429720	3811.77	3738.52	0.980783	4516	54	69584	79381	21.2333
22986	2	1332434120	4656.71	4570.89	0.981571	6274	54	84919	97575	21.3471
22986	3	1332434120	4656.71	4563.65	0.980017	5426	75	84919	96784	21.2076
22988	1	1332438884	4508.38	4423.81	0.981241	5456	58	82468	94168	21.2866
22988	2	1332438884	4508.38	4423.83	0.981247	5957	56	82468	94791	21.4273
22988	3	1332438884	4508.38	4421.63	0.980758	5332	64	82468	93988	21.2564
22990	1	1332443518	4537.54	4450.56	0.980831	5460	63	83266	94882	21.3191
22990	2	1332443518	4537.54	4452.56	0.98127	6009	56	83266	95484	21.4448
22990	3	1332443518	4537.54	4445.99	0.979823	5348	75	83266	94663	21.2918
22992	2	1332448154	4544.2	4452.41	0.979801	6115	72	83801	96046	21.5717
22992	3	1332448154	4544.2	4456.82	0.980772	5354	65	83801	95529	21.4343
22994	1	1332457329	13578.9	13315.8	0.980631	16496	199	246697	282005	21.1781
22994	2	1332457329	13578.9	13325	0.981306	18107	170	246697	283846	21.3017
22994	3	1332457329	13578.9	13324.3	0.981251	16180	179	246697	281829	21.1516
23096	1	1332523074	54910	53867	0.981005	66605	747	1000564	1143813	21.234
23096	2	1332523074	54910	53852	0.980731	75299	754	1000564	1151849	21.3892
23096	3	1332523074	54910	53858.5	0.98085	63706	779	1000564	1140707	21.1797
23103	1	1332638434	171475	168154	0.980632	207480	2300	3253103	3695663	21.9779
23103	2	1332638434	171475	168020	0.979851	237156	2540	3253103	3720115	22.1409
23103	3	1332638434	171475	168049	0.980023	197087	2604	3253103	3682995	21.9162
23117	1	1332766588	83716.6	81944.5	0.978832	101905	1146	1980084	2035543	24.8405
23117	2	1332766588	83716.6	81882.6	0.978093	112961	1266	1980084	2044239	24.9655
23117	3	1332766588	83716.6	81904.6	0.978355	94658	1272	1980084	2028183	24.7628
23127	1	1332897302	171484	167894	0.979068	207900	2318	3698185	4123809	24.562
23127	2	1332897302	171484	167837	0.978736	215958	2440	3698185	4129538	24.6044
23127	3	1332897302	171484	167799	0.978515	189987	2622	3698185	4105203	24.465
23136	1	1333026074	80571.7	78913.8	0.979423	96753	1088	1692392	1892646	23.9837
23136	2	1333026074	80571.7	78881.8	0.979027	95744	1172	1692392	1890748	23.9694
23136	3	1333026074	80571.7	78881.2	0.979019	87586	1202	1692392	1883126	23.873
23238	1	1333169812	139483	136653	0.97971	167008	1893	2854737	3204843	23.4524
23238	2	1333169812	139483	136654	0.979715	164010	1907	2854737	3200505	23.4206
23238	3	1333169812	139483	136591	0.979266	152014	2106	2854737	3187833	23.3385
23248	1	1333329217	165630	162291	0.97984	197422	2128	3436642	3850350	23.725
23248	2	1333329217	165630	162242	0.979546	186637	2291	3436642	3837603	23.6536
23248	3	1333329217	165630	162178	0.979158	179242	2483	3436642	3830235	23.6175
23258	1	1333502270	171103	167636	0.979735	202799	2331	4008345	3922724	23.4003
23258	2	1333502270	171103	167644	0.979781	195824	2336	4008345	3913839	23.3462
23258	3	1333502270	171103	167577	0.979393	184000	2544	4008345	3903100	23.2914
23267	1	1333631310	82274.1	80608.2	0.979751	97580	1107	1916328	1891053	23.4598
23267	2	1333631310	82274.1	80611.5	0.979792	93617	1117	1916328	1886727	23.4052
23267	3	1333631310	82274.1	80548.3	0.979024	88046	1294	1916328	1881121	23.3539
23367	1	1333729940	53743.4	52681.3	0.980237	63815	674	1132502	1225943	23.2709
23367	2	1333729940	53743.4	52677.8	0.980172	63076	686	1132502	1224775	23.2503
23367	3	1333729940	53743.4	52651.5	0.979683	58242	769	1132502	1219390	23.1596
23486	1	1333880582	1343.35	1314.56	0.978568	1625	22	32011	31157	23.7015
23486	2	1333880582	1343.35	1313.59	0.977844	1481	24	32011	31011	23.6079
23486	3	1333880582	1343.35	1314.82	0.978759	1434	21	32011	31015	23.5888
23492	1	1333882828	1686.13	1654.12	0.981014	2011	17	34805	38937	23.5394
23492	2	1333882828	1686.13	1649.5	0.978273	1914	29	34805	38781	23.5108
23492	3	1333882828	1686.13	1653.57	0.980688	1835	19	34805	38764	23.4426
23494	1	1333908254	47466.6	46521.2	0.980082	55989	606	971941	1088057	23.3884
23494	2	1333908254	47466.6	46501.3	0.979665	53017	667	971941	1083823	23.3074
23494	3	1333908254	47466.6	46480	0.979216	51069	729	971941	1082127	23.2815
23505	1	1333978860	81466.6	79826.4	0.979866	96825	1093	1662611	1858209	23.2781
23505	2	1333978860	81466.6	79822.4	0.979818	92410	1121	1662611	1853516	23.2205
23505	3	1333978860	81466.6	79796.9	0.979504	87711	1198	1662611	1849502	23.1776
23514	1	1334106548	168241	164800	0.979547	197894	2302	3486473	3902247	23.6787
23514	2	1334106548	168241	164787	0.979471	189175	2366	3486473	3893024	23.6246
23514	3	1334106548	168241	164757	0.979294	180265	2477	3486473	3884190	23.5752
23523	1	1334235910	85541.6	83858.5	0.980324	100563	1124	1691873	1906440	22.734
23523	2	1334235910	85541.6	83839.6	0.980104	94043	1192	1691873	1899252	22.6534
23523	3	1334235910	85541.6	83823.6	0.979916	92450	1240	1691873	1897681	22.639
23622	1	1334345571	83717.4	82073.7	0.980366	97793	1087	1657859	1868283	22.7635
23622	2	1334345571	83717.4	82036	0.979915	91847	1207	1657859	1861180	22.6874
23622	3	1334345571	83717.4	82024.2	0.979775	89678	1243	1657859	1858954	22.6635
23629	1	1334423442	57191.8	56022.9	0.979563	65932	836	1149160	1290761	23.0399
23629	2	1334423442	57191.8	56049.7	0.980031	64320	778	1149160	1289651	23.009
23629	3	1334423442	57191.8	56017.7	0.979471	61836	866	1149160	1286377	22.9638
23638	1	1334539044	173454	170047	0.980356	197536	2280	3433238	3864578	22.7266
23638	2	1334539044	173454	169960	0.979854	195880	2508	3433238	3861215	22.7184
23638	3	1334539044	173454	169936	0.979718	186448	2600	3433238	3851528	22.6646
23648	1	1334712206	171213	167817	0.980169	194170	2290	3416742	3840401	22.8844
23648	2	1334712206	171213	167771	0.979898	189094	2427	3416742	3832745	22.8451
23648	3	1334712206	171213	167708	0.979529	183198	2612	3416742	3826844	22.8185
23657	1	1334840654	85079.1	83368.7	0.979897	95514	1130	1745064	1952918	23.4251
23657	2	1334840654	85079.1	83331.5	0.97946	94195	1234	1745064	1950417	23.4055
23657	3	1334840654	85079.1	83307.5	0.979177	91243	1303	1745064	1947160	23.3732
23908	1	1334982077	148527	145602	0.980307	168753	1958	2949645	3319578	22.7991
